Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1998,31,242,TOT,Total After Trade,21.0,NBA,PG,80.0,2216.0,13.6,0.52,0.43,0.36,3.0,7.1,5.0,22.6,2.5,0.1,16.7,20.4,2.1,0.9,3.0,0.06,0.2,-1.4,-1.2,0.5
1998,2,242,BOS,Boston Celtics,21.0,NBA,PG,51.0,1296.0,15.4,0.53,0.42,0.4,3.3,7.3,5.1,26.7,3.1,0.1,18.1,21.7,1.6,1.0,2.6,0.1,1.2,-0.4,0.8,0.9
1998,28,242,TOR,Toronto Raptors,21.0,NBA,PG,29.0,920.0,11.1,0.49,0.46,0.29,2.6,7.0,4.7,16.7,1.7,0.1,14.4,18.5,0.6,-0.2,0.4,0.02,-1.2,-2.8,-4.0,-0.4
1999,8,242,DEN,Denver Nuggets,22.0,NBA,SG,45.0,1488.0,15.1,0.55,0.48,0.35,1.8,5.8,3.7,20.4,2.1,0.7,14.7,20.3,2.8,-0.5,2.3,0.08,1.1,-1.6,-0.6,0.5
2001,18,242,MIN,Minnesota Timberwolves,24.0,NBA,SG,77.0,1790.0,14.1,0.54,0.33,0.29,2.0,8.1,5.0,22.2,1.5,0.4,14.4,19.5,2.7,0.9,3.7,0.1,0.4,-0.9,-0.5,0.7
2002,18,242,MIN,Minnesota Timberwolves,25.0,NBA,PG,82.0,2355.0,17.6,0.56,0.38,0.28,1.7,9.2,5.5,29.2,1.5,0.5,13.0,20.4,6.1,1.5,7.6,0.16,3.1,-0.6,2.5,2.7
2003,9,242,DET,Detroit Pistons,26.0,NBA,PG,74.0,2327.0,20.4,0.58,0.44,0.42,1.9,12.2,7.0,23.7,1.5,0.5,11.5,24.1,7.0,2.9,9.9,0.2,4.3,0.3,4.6,3.8
2004,9,242,DET,Detroit Pistons,27.0,NBA,PG,78.0,2758.0,18.6,0.55,0.34,0.46,1.5,10.0,5.8,29.3,1.7,0.2,13.6,23.5,7.1,4.2,11.3,0.2,3.1,0.5,3.6,3.9
2005,9,242,DET,Detroit Pistons,28.0,NBA,PG,80.0,2866.0,19.0,0.61,0.42,0.42,2.0,9.0,5.5,28.2,1.6,0.2,14.3,20.7,8.6,3.5,12.1,0.2,3.6,0.7,4.2,4.5
2006,9,242,DET,Detroit Pistons,29.0,NBA,PG,81.0,2925.0,23.4,0.6,0.42,0.51,1.6,8.7,5.1,39.3,1.3,0.2,12.0,22.9,12.7,2.8,15.5,0.25,6.2,0.1,6.2,6.1
2007,9,242,DET,Detroit Pistons,30.0,NBA,PG,70.0,2533.0,21.3,0.59,0.39,0.54,1.1,10.0,5.6,32.9,1.8,0.5,12.2,21.5,8.7,2.7,11.4,0.22,4.2,0.5,4.7,4.3
2008,9,242,DET,Detroit Pistons,31.0,NBA,PG,78.0,2522.0,23.6,0.62,0.39,0.5,2.0,8.1,5.0,34.7,2.2,0.5,13.0,23.0,10.2,3.4,13.5,0.26,6.5,1.2,7.7,6.2
2009,31,242,TOT,Total After Trade,32.0,NBA,PG,79.0,2789.0,18.8,0.59,0.4,0.47,1.4,8.4,5.0,28.9,1.7,0.5,13.0,21.7,7.9,2.2,10.1,0.17,3.8,-0.5,3.4,3.8
2009,9,242,DET,Detroit Pistons,32.0,NBA,PG,2.0,70.0,17.5,0.49,0.33,0.48,1.7,15.5,8.5,33.0,2.4,1.1,13.6,20.0,0.1,0.1,0.2,0.12,0.4,0.5,1.0,0.1
2009,8,242,DEN,Denver Nuggets,32.0,NBA,PG,77.0,2719.0,18.8,0.6,0.41,0.47,1.4,8.2,4.9,28.8,1.7,0.5,13.0,21.8,7.8,2.1,9.9,0.18,3.9,-0.5,3.4,3.7
2010,8,242,DEN,Denver Nuggets,33.0,NBA,PG,73.0,2490.0,20.2,0.6,0.42,0.53,1.2,9.3,5.3,26.1,1.7,0.3,13.0,24.3,7.7,1.7,9.5,0.18,4.5,-0.8,3.7,3.6
2011,31,242,TOT,Total After Trade,34.0,NBA,PG,72.0,2310.0,18.7,0.62,0.46,0.53,1.3,8.1,4.7,25.8,1.5,0.5,15.3,22.3,6.6,1.4,8.0,0.17,3.7,-1.2,2.6,2.7
2011,8,242,DEN,Denver Nuggets,34.0,NBA,PG,51.0,1646.0,18.6,0.63,0.44,0.54,0.9,7.7,4.4,25.1,1.6,0.6,16.3,21.4,4.7,1.1,5.8,0.17,3.8,-0.9,2.9,2.1
2011,20,242,NYK,New York Knicks,34.0,NBA,PG,21.0,664.0,19.1,0.58,0.48,0.51,2.2,9.0,5.6,27.4,1.4,0.2,13.2,24.3,1.9,0.2,2.1,0.16,3.4,-1.8,1.6,0.6
2012,13,242,LAC,Los Angeles Clippers,35.0,NBA,SG,20.0,607.0,16.1,0.55,0.55,0.42,0.8,9.1,4.9,21.0,0.8,0.4,12.3,23.4,1.5,0.2,1.7,0.14,2.9,-2.0,0.9,0.4
2013,13,242,LAC,Los Angeles Clippers,36.0,NBA,SG,22.0,418.0,15.0,0.6,0.68,0.36,0.6,8.4,4.6,17.4,1.5,0.2,14.5,19.6,1.0,0.3,1.3,0.15,1.6,-1.1,0.5,0.3
2014,9,242,DET,Detroit Pistons,37.0,NBA,SG,19.0,309.0,5.3,0.43,0.61,0.15,1.3,8.9,4.9,18.7,1.3,0.3,22.9,15.1,-0.3,0.1,-0.3,-0.04,-4.2,-1.6,-5.8,-0.3
