SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,26,SAC,Chris Webber,27,8,8,348,76,196,0.39,0,1,0.0,76,195,0.39,0.39,34,49,0.69,34,58,92,25,9,8,31,29,186
2001,26,SAC,Peja StojakoviA,23,8,8,307,52,128,0.41,9,26,0.35,43,102,0.42,0.44,60,62,0.97,17,34,51,3,5,3,18,17,173
2001,26,SAC,Doug Christie,30,8,8,304,25,68,0.37,5,17,0.29,20,51,0.39,0.4,24,29,0.83,7,28,35,26,20,9,19,31,79
2001,26,SAC,Vlade Divac,32,8,8,225,28,80,0.35,1,3,0.33,27,77,0.35,0.36,29,38,0.76,20,47,67,19,8,12,18,25,86
2001,26,SAC,Jason Williams,25,8,8,191,26,61,0.43,11,30,0.37,15,31,0.48,0.52,7,7,1.0,0,18,18,23,8,0,21,14,70
2001,26,SAC,Bobby Jackson,27,8,0,182,21,48,0.44,4,14,0.29,17,34,0.5,0.48,10,14,0.71,6,20,26,18,8,0,7,18,56
2001,26,SAC,Scot Pollard,25,8,0,141,19,30,0.63,0,0,,19,30,0.63,0.63,10,17,0.59,23,32,55,2,1,7,6,30,48
2001,26,SAC,Hedo TArkoAYlu,21,8,0,141,20,46,0.44,8,14,0.57,12,32,0.38,0.52,12,12,1.0,7,21,28,11,3,1,6,18,60
2001,26,SAC,Jon Barry,31,7,0,55,7,17,0.41,2,7,0.29,5,10,0.5,0.47,0,0,,3,0,3,4,1,0,3,7,16
2001,26,SAC,Lawrence Funderburke,30,3,0,17,3,8,0.38,0,0,,3,8,0.38,0.38,1,1,1.0,4,2,6,0,2,2,1,4,7
2001,26,SAC,Darrick Martin,29,2,0,9,0,6,0.0,0,2,0.0,0,4,0.0,0.0,0,0,,0,0,0,3,0,0,1,1,0
