Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004,15,189,MEM,Memphis Grizzlies,25.0,NBA,SF,4.0,0.0,17.3,1.5,3.8,0.4,0.8,1.8,0.43,0.8,2.0,0.38,0.5,1.0,1.5,0.67,1.5,1.5,3.0,0.3,0.0,0.3,1.0,4.3,4.8
2005,15,189,MEM,Memphis Grizzlies,26.0,NBA,SG,4.0,4.0,29.8,3.3,7.8,0.42,0.3,1.8,0.14,3.0,6.0,0.5,0.44,0.5,1.3,0.4,2.5,4.3,6.8,1.5,0.5,1.0,1.0,3.5,7.3
2006,15,189,MEM,Memphis Grizzlies,27.0,NBA,SF,4.0,4.0,32.3,2.5,5.0,0.5,0.5,1.8,0.29,2.0,3.3,0.62,0.55,0.5,1.5,0.33,1.8,4.0,5.8,0.5,1.0,0.5,2.0,4.0,6.0
2007,11,189,HOU,Houston Rockets,28.0,NBA,SF,7.0,7.0,38.9,3.3,7.3,0.45,2.7,6.1,0.44,0.6,1.1,0.5,0.64,1.0,1.1,0.88,0.4,2.1,2.6,2.1,1.7,1.0,1.1,2.9,10.3
2008,11,189,HOU,Houston Rockets,29.0,NBA,SF,6.0,6.0,41.0,3.3,7.5,0.44,2.0,4.2,0.48,1.3,3.3,0.4,0.58,1.3,1.8,0.73,1.2,2.7,3.8,0.5,1.0,0.8,1.3,3.2,10.0
2009,11,189,HOU,Houston Rockets,30.0,NBA,SG,13.0,13.0,38.2,2.5,6.2,0.41,1.3,4.2,0.32,1.2,2.1,0.59,0.51,1.7,1.8,0.96,1.6,3.3,4.9,2.4,1.1,0.7,1.2,2.5,8.1
2011,15,189,MEM,Memphis Grizzlies,32.0,NBA,SF,13.0,0.0,26.1,2.2,5.1,0.44,0.6,2.2,0.28,1.6,2.8,0.57,0.5,0.5,0.7,0.67,1.3,2.7,4.0,1.2,0.5,0.5,0.5,2.1,5.5
2012,16,189,MIA,Miami Heat,33.0,NBA,SF,23.0,16.0,33.4,2.3,6.1,0.38,1.8,4.8,0.38,0.5,1.3,0.37,0.53,0.6,0.7,0.81,0.7,2.6,3.2,1.2,1.0,0.6,0.7,3.0,7.0
2013,16,189,MIA,Miami Heat,34.0,NBA,SF,22.0,0.0,17.8,1.2,4.2,0.29,1.2,4.0,0.3,0.0,0.2,0.2,0.43,1.0,1.3,0.82,0.4,1.3,1.7,0.5,0.2,0.3,0.2,2.2,4.7
2014,16,189,MIA,Miami Heat,35.0,NBA,SF,16.0,6.0,12.6,0.8,1.6,0.46,0.6,1.3,0.45,0.2,0.4,0.5,0.64,0.3,0.3,0.8,0.1,0.6,0.6,0.3,0.3,0.1,0.3,1.4,2.3
