Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2008,27,1815,SAS,San Antonio Spurs,21.0,NBA,C,6.0,23.0,35.3,0.66,0.0,0.75,0.0,25.3,12.8,9.0,0.0,13.2,11.1,37.4,0.1,0.1,0.2,0.37,0.8,5.8,6.6,0.0
2010,27,1815,SAS,San Antonio Spurs,23.0,NBA,C,26.0,165.0,21.6,0.67,0.0,0.86,9.4,27.2,18.5,2.1,1.0,3.5,16.5,25.2,0.4,0.3,0.7,0.21,-1.5,0.7,-0.8,0.1
2011,7,1815,DAL,Dallas Mavericks,24.0,NBA,C,56.0,488.0,13.7,0.64,0.02,0.84,10.7,17.8,14.4,2.5,1.5,2.3,15.7,15.3,1.0,0.8,1.8,0.18,-3.3,1.1,-2.1,0.0
2012,7,1815,DAL,Dallas Mavericks,25.0,NBA,C,61.0,1139.0,13.5,0.58,0.0,0.62,10.7,17.7,14.3,1.7,1.8,2.2,14.2,14.4,1.7,1.7,3.4,0.14,-2.8,0.4,-2.3,-0.1
2013,12,1815,IND,Indiana Pacers,26.0,NBA,C,80.0,1322.0,10.6,0.5,0.01,0.52,9.9,16.2,13.1,3.3,1.6,3.7,18.5,17.1,-0.4,2.6,2.3,0.08,-4.7,1.4,-3.4,-0.5
2014,12,1815,IND,Indiana Pacers,27.0,NBA,C,77.0,1248.0,10.2,0.54,0.0,0.77,10.1,12.9,11.6,2.9,1.7,4.4,18.7,11.4,0.7,2.7,3.3,0.13,-4.1,2.7,-1.3,0.2
2015,12,1815,IND,Indiana Pacers,28.0,NBA,C,61.0,1146.0,10.8,0.52,0.0,0.48,10.2,24.0,17.2,4.4,1.3,3.1,18.7,12.5,0.1,2.0,2.1,0.09,-3.6,1.2,-2.5,-0.1
2016,12,1815,IND,Indiana Pacers,29.0,NBA,C,71.0,1816.0,16.6,0.6,0.0,0.5,8.3,22.1,15.3,8.9,1.8,3.3,15.5,15.7,2.9,3.3,6.2,0.16,-0.9,1.9,0.9,1.4
2017,30,1815,WAS,Washington Wizards,30.0,NBA,C,31.0,555.0,14.1,0.6,0.0,0.68,9.6,20.8,15.2,4.7,2.9,3.6,19.1,14.0,0.5,0.9,1.4,0.12,-3.0,1.6,-1.4,0.1
2018,30,1815,WAS,Washington Wizards,31.0,NBA,C,77.0,1145.0,12.2,0.6,0.01,0.52,13.4,17.4,15.4,6.6,1.6,3.2,24.7,15.6,0.8,1.4,2.2,0.09,-4.6,0.2,-4.4,-0.7
2019,30,1815,WAS,Washington Wizards,32.0,NBA,C,34.0,498.0,12.0,0.53,0.15,0.59,10.3,17.7,13.9,6.5,2.4,2.7,13.8,12.9,0.5,0.5,1.0,0.09,-3.5,0.6,-3.0,-0.1
2020,30,1815,WAS,Washington Wizards,33.0,NBA,C,38.0,808.0,14.2,0.55,0.12,0.54,10.1,19.7,14.7,8.3,1.8,4.8,14.8,15.7,0.7,0.7,1.4,0.08,-2.8,0.0,-2.7,-0.2
