Season,Team ID,Team ABV,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches
2008,12,IND,Indiana Pacers,36,46,0.44,3rd of 5,-1.87,97.7,5.3,106.0,-1.5,107.5,0.0,,J. O'Brien (36-46)
