SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2010,8,DEN,6,Arron Afflalo,SG,6-5,210,1985-10-15,US,2,UCLA
2010,8,DEN,30,Malik Allen,PF,6-10,255,1978-06-27,US,8,Villanova
2010,8,DEN,11,Chris Andersen,PF,6-10,245,1978-07-07,US,7,Blinn College
2010,8,DEN,15,Carmelo Anthony,SF,6-8,238,1984-05-29,US,6,Syracuse
2010,8,DEN,32,Renaldo Balkman,SF,6-8,208,1984-07-14,US,3,South Carolina
2010,8,DEN,1,Chauncey Billups,PG,6-3,202,1976-09-25,US,12,Colorado
2010,8,DEN,25,Anthony Carter,PG,6-1,190,1975-06-16,US,10,Hawaii
2010,8,DEN,14,Joey Graham,SF,6-7,225,1982-06-11,US,4,"Central Florida, Oklahoma State"
2010,8,DEN,31,Nene Hilario,C,6-11,250,1982-09-13,BR,7,
2010,8,DEN,3,Ty Lawson,PG,5-11,195,1987-11-03,US,R,UNC
2010,8,DEN,4,Kenyon Martin,PF,6-9,234,1977-12-30,US,9,Cincinnati
2010,8,DEN,27,Johan Petro,C,7-0,247,1986-01-27,FR,4,
2010,8,DEN,5,J.R. Smith,SG,6-6,225,1985-09-09,US,5,
