SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2010,30,WAS,0,Gilbert Arenas,PG,6-3,191,1982-01-06,US,8,Arizona
2010,30,WAS,7,Andray Blatche,PF,6-11,235,1986-08-22,US,4,
2010,30,WAS,12,Earl Boykins,PG,5-5,135,1976-06-02,US,10,Eastern Michigan
2010,30,WAS,3,Caron Butler,SF,6-7,228,1980-03-13,US,7,UConn
2010,30,WAS,9,Paul Davis,PF,6-11,270,1984-07-21,US,3,Michigan State
2010,30,WAS,15,Randy Foye,PG,6-4,213,1983-09-24,US,3,Villanova
2010,30,WAS,24,Alonzo Gee,SG,6-6,225,1987-05-29,US,R,Alabama
2010,30,WAS,33,Mike Harris,PF,6-6,240,1983-06-15,US,1,Rice University
2010,30,WAS,33,Brendan Haywood,C,7-0,268,1979-11-27,US,8,UNC
2010,30,WAS,5,Josh Howard,SF,6-7,210,1980-04-28,US,6,Wake Forest
2010,30,WAS,9,Cedric Jackson,PG,6-3,191,1986-03-05,US,R,"St. John's, Cleveland State University"
2010,30,WAS,13,Mike James,PG,6-2,188,1975-06-23,US,8,Duquesne
2010,30,WAS,4,Antawn Jamison,PF,6-8,223,1976-06-12,US,11,UNC
2010,30,WAS,2,Shaun Livingston,PG,6-7,192,1985-09-11,US,4,
2010,30,WAS,20,Cartier Martin,SF,6-7,220,1984-11-20,US,1,Kansas State
2010,30,WAS,34,JaVale McGee,C,7-0,270,1988-01-19,US,1,Nevada
2010,30,WAS,5,Dominic McGuire,SF,6-9,220,1985-10-20,US,2,"California, Fresno State"
2010,30,WAS,6,Mike Miller,SG,6-8,218,1980-02-19,US,9,Florida
2010,30,WAS,21,Fabricio Oberto,C,6-10,245,1975-03-21,AR,4,
2010,30,WAS,3,Quinton Ross,SG,6-6,195,1981-04-30,US,5,SMU
2010,30,WAS,22,James Singleton,PF,6-8,216,1981-07-20,US,3,Murray State
2010,30,WAS,2,DeShawn Stevenson,SG,6-5,210,1981-04-03,US,9,
2010,30,WAS,14,Al Thornton,SF,6-8,220,1983-12-07,US,2,Florida State
2010,30,WAS,1,Nick Young,SG,6-7,210,1985-06-01,US,2,USC
