NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
8,Hilton Armstrong,C,6-11,235,1984-11-11,US,3,UConn
40,Jon Brockman,PF,6-7,255,1987-03-20,US,R,Washington
18,Omri Casspi,SF,6-9,225,1988-06-22,IL,R,
15,Joey Dorsey,PF,6-8,268,1983-12-16,US,1,Memphis
13,Tyreke Evans,SG,6-6,220,1989-09-19,US,R,Memphis
32,Francisco García,SG,6-7,195,1981-12-31,DO,4,Louisville
20,Donté Greene,SF,6-11,226,1988-02-21,DE,1,Syracuse
31,Spencer Hawes,C,7-1,245,1988-04-28,US,2,Washington
24,Carl Landry,PF,6-9,248,1983-09-19,US,2,Purdue
23,Kevin Martin,SG,6-7,199,1983-02-01,US,5,Western Carolina University
24,Desmond Mason,SF,6-7,224,1977-10-11,US,9,Oklahoma State
42,Sean May,C,6-9,266,1984-04-04,US,3,UNC
7,Dominic McGuire,SF,6-9,220,1985-10-20,US,2,"California, Fresno State"
5,Andrés Nocioni,SF,6-7,225,1979-11-30,AR,5,
10,Sergio Rodríguez,PG,6-3,176,1986-06-12,ES,3,
17,Garrett Temple,SG,6-5,195,1986-05-08,US,R,LSU
9,Kenny Thomas,PF,6-7,261,1977-07-25,US,10,New Mexico
34,Jason Thompson,C,6-11,250,1986-07-21,US,1,Rider University
3,Ime Udoka,SG,6-6,215,1977-08-09,US,5,"San Francisco, Portland State"
19,Beno Udrih,PG,6-3,205,1982-07-05,SI,5,
