NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
7,Kelenna Azubuike,SF,6-5,220,1983-12-16,GB,3,Kentucky
18,Raja Bell,SG,6-5,204,1976-09-19,VI,9,"Boston University, Florida International University"
15,Andris Biedriņš,C,6-11,240,1986-04-02,LV,5,
30,Stephen Curry,PG,6-3,185,1988-03-14,US,R,Davidson
8,Monta Ellis,SG,6-3,185,1985-10-26,US,4,
19,Devean George,SF,6-8,220,1977-08-29,US,10,Augsburg College
31,Chris Hunter,C,6-11,240,1984-07-07,US,R,Michigan
1,Stephen Jackson,PF,6-8,218,1978-04-05,US,9,Butler County Community College
11,Coby Karl,SF,6-5,215,1983-03-06,US,1,Boise State
2,Acie Law,PG,6-3,195,1985-01-25,US,2,Texas A&M
50,Corey Maggette,PF,6-6,218,1979-11-12,US,10,Duke
20,Cartier Martin,SF,6-7,220,1984-11-20,US,1,Kansas State
33,Mikki Moore,C,6-11,225,1975-11-04,US,11,Nebraska
22,Anthony Morrow,SG,6-5,210,1985-09-27,US,1,Georgia Tech
77,Vladimir Radmanović,PF,6-10,227,1980-11-19,BA,8,
4,Anthony Randolph,C,6-10,205,1989-07-15,DE,1,LSU
44,Anthony Tolliver,PF,6-8,240,1985-06-01,US,1,Creighton
21,Ronny Turiaf,C,6-10,249,1983-01-13,MQ,4,Gonzaga
23,C.J. Watson,PG,6-2,175,1984-04-17,US,2,Tennessee
55,Reggie Williams,SF,6-6,205,1986-09-14,US,R,Virginia Military Institute
