NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1,Rafer Alston,PG,6-2,171,1976-07-24,US,10,Fresno State
7,Tony Battie,C,6-11,230,1976-02-11,US,11,Texas Tech
2,Josh Boone,PF,6-10,237,1984-11-21,US,3,UConn
55,Keyon Dooling,PG,6-3,196,1980-05-08,US,9,Missouri
17,Chris Douglas-Roberts,SF,6-7,200,1987-01-08,US,1,Memphis
34,Devin Harris,PG,6-3,185,1983-02-27,US,5,Wisconsin
44,Trenton Hassell,SF,6-5,200,1979-03-04,US,8,Austin Peay State University
22,Jarvis Hayes,SF,6-7,220,1981-08-09,US,6,"Western Carolina University, Georgia"
43,Kris Humphries,PF,6-9,235,1985-02-06,US,5,Minnesota
9,Yi Jianlian,PF,7-0,240,1987-10-27,CN,2,
6,Courtney Lee,SG,6-5,215,1985-10-03,US,1,Western Kentucky
11,Brook Lopez,C,7-0,282,1988-04-01,US,1,Stanford
14,Eduardo Nájera,PF,6-8,240,1976-07-11,MX,9,Oklahoma
1,Chris Quinn,PG,6-2,185,1983-09-27,US,3,Notre Dame
21,Bobby Simmons,PF,6-7,210,1980-06-02,US,7,DePaul
51,Sean Williams,PF,6-10,235,1986-09-13,US,2,Boston College
8,Terrence Williams,SF,6-6,220,1987-06-28,US,R,Louisville
