NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
42,Charlie Bell,SG,6-3,200,1979-03-12,US,5,Michigan State
6,Andrew Bogut,C,7-0,260,1984-11-28,AU,4,Utah
9,Primož Brezec,C,7-2,252,1979-10-02,SI,7,
10,Carlos Delfino,SF,6-6,230,1982-08-29,AR,4,
9,Francisco Elson,C,7-0,235,1976-02-28,NL,6,California
50,Dan Gadzuric,C,6-11,240,1978-02-02,NL,7,UCLA
7,Ersan İlyasova,PF,6-9,235,1987-05-15,TR,1,
11,Royal Ivey,SG,6-3,200,1981-12-20,US,5,Texas
0,Darnell Jackson,PF,6-9,253,1985-11-07,US,1,Kansas
3,Brandon Jennings,PG,6-1,170,1989-09-23,US,R,
12,Luc Mbah a Moute,PF,6-8,230,1986-09-09,CM,1,UCLA
23,Jodie Meeks,SG,6-4,210,1987-08-21,US,R,Kentucky
22,Michael Redd,SG,6-6,220,1979-08-24,US,9,Ohio State
13,Luke Ridnour,PG,6-2,175,1981-02-13,US,6,Oregon
15,John Salmons,SG,6-7,210,1979-12-12,US,7,Miami (FL)
24,Jerry Stackhouse,SG,6-6,218,1974-11-05,US,14,UNC
40,Kurt Thomas,C,6-9,230,1972-10-04,US,14,TCU
20,Roko Ukić,PG,6-5,183,1984-05-12,HR,1,
21,Hakim Warrick,PF,6-9,219,1982-07-08,US,4,Syracuse
