NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1,Daniel Gibson,PG,6-2,190,1986-02-27,US,3,Texas
14,Danny Green,SG,6-6,215,1987-06-22,US,R,UNC
21,J.J. Hickson,PF,6-9,242,1988-09-04,US,1,NC State
11,Zydrunas Ilgauskas,C,7-3,238,1975-06-05,LT,11,
9,Cedric Jackson,PG,6-3,191,1986-03-05,US,R,"St. John's, Cleveland State University"
0,Darnell Jackson,PF,6-9,253,1985-11-07,US,1,Kansas
23,LeBron James,SF,6-9,250,1984-12-30,US,6,
4,Antawn Jamison,PF,6-8,223,1976-06-12,US,11,UNC
5,Coby Karl,SG,6-5,215,1983-03-06,US,1,Boise State
15,Jamario Moon,SF,6-8,205,1980-06-13,US,2,Meridian Community College
33,Shaquille O'Neal,C,7-1,325,1972-03-06,US,17,LSU
18,Anthony Parker,SG,6-6,215,1975-06-19,US,6,Bradley
44,Leon Powe,SF,6-8,240,1984-01-22,US,3,California
3,Sebastian Telfair,PG,6-0,165,1985-06-09,US,5,
17,Anderson Varejão,PF,6-10,273,1982-09-28,BR,5,
13,Delonte West,SG,6-4,180,1983-07-26,US,5,Saint Joseph's
31,Jawad Williams,PG,6-9,218,1983-02-19,US,1,UNC
2,Mo Williams,PG,6-1,198,1982-12-19,US,6,Alabama
