NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
22,Corey Brewer,SG,6-9,186,1986-03-05,US,2,Florida
14,Brian Cardinal,PF,6-8,245,1977-05-02,US,9,Purdue
19,Wayne Ellington,SG,6-4,207,1987-11-29,US,R,UNC
10,Jonny Flynn,PG,6-0,185,1989-02-06,US,R,Syracuse
8,Ryan Gomes,SF,6-7,250,1982-09-01,US,4,Providence
6,Jason Hart,PG,6-3,185,1978-04-29,US,8,Syracuse
1,Ryan Hollins,C,7-0,240,1984-10-10,US,3,UCLA
15,Nathan Jawai,C,6-10,280,1986-10-10,AU,1,Midland College
25,Al Jefferson,C,6-10,289,1985-01-04,US,5,
42,Kevin Love,PF,6-8,251,1988-09-07,US,1,UCLA
31,Darko Miličić,C,7-0,250,1985-06-20,RS,6,
11,Sasha Pavlović,SF,6-8,220,1983-11-15,ME,6,
4,Oleksiy Pecherov,C,7-0,232,1985-12-08,UA,2,
7,Ramon Sessions,PG,6-3,190,1986-04-11,US,2,Nevada
29,Alando Tucker,SF,6-6,205,1984-02-11,US,2,Wisconsin
3,Damien Wilkins,SF,6-6,225,1980-01-11,US,5,"NC State, Georgia"
