NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
12,Hilton Armstrong,PF,6-11,235,1984-11-11,US,3,UConn
6,Bobby Brown,PG,6-2,175,1984-09-24,US,1,Cal State Fullerton
23,Devin Brown,SG,6-5,220,1978-12-30,US,7,Texas-San Antonio
2,Darren Collison,PG,6-0,175,1987-08-23,US,R,UCLA
34,Aaron Gray,C,7-0,270,1984-12-07,US,2,Pitt
11,Jason Hart,PG,6-3,185,1978-04-29,US,8,Syracuse
4,Sean Marks,C,6-10,250,1975-08-23,NZ,9,California
50,Emeka Okafor,C,6-10,252,1982-09-28,US,5,UConn
3,Chris Paul,PG,6-1,175,1985-05-06,US,4,Wake Forest
24,Morris Peterson,SG,6-7,218,1977-08-26,US,9,Michigan State
41,James Posey,SF,6-8,215,1977-01-13,US,10,Xavier
9,Darius Songaila,C,6-9,248,1978-02-14,LT,6,Wake Forest
16,Peja Stojaković,SF,6-10,229,1977-06-09,HR,11,
5,Marcus Thornton,SG,6-4,205,1987-06-05,US,R,LSU
30,David West,PF,6-9,250,1980-08-29,US,6,Xavier
32,Julian Wright,SF,6-8,225,1987-05-20,US,2,Kansas
