SEASON,TEAM ID,TEAM,W,L,W/L%,GB,PS/G,PA/G,SRS
2001,23,PHI,56,26,.683,—,94.7,90.4,3.64
2001,16,MIA,50,32,.610,6.0,88.9,86.6,1.73
2001,20,NYK,48,34,.585,8.0,88.7,86.1,1.98
2001,22,ORL,43,39,.524,13.0,97.5,96.5,0.39
2001,2,BOS,36,46,.439,20.0,94.6,96.8,-2.40
2001,3,NJN,26,56,.317,30.0,92.1,97.1,-5.30
2001,30,WAS,19,63,.232,37.0,93.2,99.9,-6.75
2001,17,MIL,52,30,.634,—,100.7,96.9,3.14
2001,28,TOR,47,35,.573,5.0,97.6,95.4,1.69
2001,4,CHO,46,36,.561,6.0,91.9,89.8,1.45
2001,12,IND,41,41,.500,11.0,92.6,92.8,-0.77
2001,9,DET,32,50,.390,20.0,95.6,97.3,-2.08
2001,6,CLE,30,52,.366,22.0,92.2,96.5,-4.48
2001,1,ALT,25,57,.305,27.0,91.0,96.2,-5.55
2001,5,CHI,15,67,.183,37.0,87.6,96.7,-9.09
