SEASON,TEAM ID,TEAM,W,L,W/L%,GB,PS/G,PA/G,SRS
1987,2,BOS,59,23,.720,—,112.6,106.0,6.57
1987,23,PHI,45,37,.549,14.0,106.5,106.6,0.11
1987,30,WAB,42,40,.512,17.0,106.0,107.3,-1.02
1987,3,NJN,24,58,.293,35.0,108.5,113.5,-4.42
1987,20,NYK,24,58,.293,35.0,103.8,110.0,-5.42
1987,1,ALT,57,25,.695,—,110.0,102.8,7.18
1987,9,DET,52,30,.634,5.0,111.2,107.8,3.51
1987,17,MIL,50,32,.610,7.0,110.4,106.5,4.04
1987,12,IND,41,41,.500,16.0,106.1,106.7,-0.17
1987,5,CHI,40,42,.488,17.0,104.8,103.9,1.26
1987,6,CLE,31,51,.378,26.0,104.4,108.2,-3.19
