NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
12,Darwin Cook,SG,6-3,184,1958-08-06,US,R,University of Portland
54,Bob Elliott,C,6-9,225,1955-08-18,US,2,Arizona
42,Mike Gminski,C,6-11,250,1959-08-03,US,R,Duke
42,Edgar Jones,PF,6-10,225,1956-06-17,US,R,Nevada
15,Eddie Jordan,PG,6-1,170,1955-01-29,US,3,Rutgers University
20,Maurice Lucas,PF,6-9,215,1952-02-18,US,6,Marquette
21,Bob McAdoo,PF,6-9,210,1951-09-25,US,8,UNC
11,Lowes Moore,PG,6-1,170,1957-05-05,US,R,West Virginia
14,Mike Newlin,SG,6-4,200,1949-01-02,US,9,Utah
31,Mike O'Koren,SF,6-7,207,1958-02-07,US,R,UNC
44,Cliff Robinson,PF,6-9,220,1960-03-13,US,1,USC
34,Rory Sparrow,PG,6-2,175,1958-06-12,US,R,Villanova
22,Jan van Breda Kolff,SF,6-7,195,1951-12-16,US,6,Vanderbilt
10,Foots Walker,PG,6-0,184,1951-05-21,US,6,West Georgia
