SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1981,23,PHI,10,Maurice Cheeks,PG,6-1,180,1956-09-08,US,2,West Texas A&M University
1981,23,PHI,20,Doug Collins,SG,6-6,180,1951-07-28,US,7,Illinois State
1981,23,PHI,25,Earl Cureton,C,6-9,210,1957-09-03,US,R,"Robert Morris University (PA), Detroit Mercy"
1981,23,PHI,44,Monti Davis,PF,6-7,205,1958-07-26,US,R,Tennessee State
1981,23,PHI,53,Darryl Dawkins,C,6-11,251,1957-01-11,US,5,
1981,23,PHI,6,Julius Erving,SF,6-7,210,1950-02-22,US,9,UMass
1981,23,PHI,9,Lionel Hollins,PG,6-3,185,1953-10-19,US,5,Arizona State
1981,23,PHI,18,Ollie Johnson,SF,6-6,200,1949-05-11,US,8,Temple
1981,23,PHI,24,Bobby Jones,PF,6-9,210,1951-12-18,US,6,UNC
1981,23,PHI,11,Caldwell Jones,C,6-11,217,1950-08-04,US,7,Albany State University
1981,23,PHI,23,Steve Mix,SF,6-7,215,1947-12-30,US,10,Toledo
1981,23,PHI,4,Clint Richardson,SG,6-3,195,1956-08-07,US,1,Seattle University
1981,23,PHI,22,Andrew Toney,SG,6-3,178,1957-11-23,US,R,Louisiana
