NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
33,Kareem Abdul-Jabbar,C,7-2,225,1947-04-16,US,11,UCLA
8-40,Jim Brewer,PF,6-9,210,1951-12-03,US,7,Minnesota
24,Butch Carter,SF,6-5,180,1958-06-11,US,R,Indiana
9,Jim Chones,PF,6-11,220,1949-11-30,US,8,Marquette
21,Michael Cooper,SG,6-5,170,1956-04-15,US,2,New Mexico
25,Alan Hardy,SG,6-7,195,1957-05-25,US,R,Michigan
14,Brad Holland,SG,6-3,180,1956-12-06,US,1,UCLA
23,Tony Jackson,PG,6-0,170,1958-01-17,US,R,Florida State
32,Magic Johnson,SG,6-9,215,1959-08-14,US,1,Michigan State
15,Eddie Jordan,PG,6-1,170,1955-01-29,US,3,Rutgers University
54,Mark Landsberger,PF,6-8,215,1955-05-21,US,3,"Minnesota, Arizona State"
10,Norm Nixon,PG,6-2,170,1955-10-11,US,3,Duquesne
34,Myles Patrick,SF,6-8,220,1954-11-19,US,R,Auburn
52,Jamaal Wilkes,SF,6-6,190,1953-05-02,US,6,UCLA
