Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2010,27,SAS,San Antonio Spurs,45,DeJuan Blair,PF,6-7,270,1989-04-22,US,R,Pitt
2010,27,SAS,San Antonio Spurs,10,Keith Bogans,SF,6-5,215,1980-05-12,US,6,Kentucky
2010,27,SAS,San Antonio Spurs,15,Matt Bonner,PF,6-10,235,1980-04-05,US,5,Florida
2010,27,SAS,San Antonio Spurs,21,Tim Duncan,C,6-11,250,1976-04-25,VI,12,Wake Forest
2010,27,SAS,San Antonio Spurs,4,Michael Finley,SF,6-7,215,1973-03-06,US,14,Wisconsin
2010,27,SAS,San Antonio Spurs,20,Manu Ginobili,SG,6-6,205,1977-07-28,AR,7,
2010,27,SAS,San Antonio Spurs,1,Malik Hairston,SG,6-6,220,1987-02-23,US,1,Oregon
2010,27,SAS,San Antonio Spurs,22,Marcus Haislip,SF,6-10,230,1980-12-22,US,3,Tennessee
2010,27,SAS,San Antonio Spurs,3,George Hill,PG,6-3,188,1986-05-04,US,1,IUPUI
2010,27,SAS,San Antonio Spurs,11,Cedric Jackson,PG,6-3,191,1986-03-05,US,R,"St. John's, Cleveland State University"
2010,27,SAS,San Antonio Spurs,24,Richard Jefferson,SF,6-7,233,1980-06-21,US,8,Arizona
2010,27,SAS,San Antonio Spurs,28,Ian Mahinmi,C,6-11,262,1986-11-05,FR,1,
2010,27,SAS,San Antonio Spurs,8,Roger Mason,SG,6-5,200,1980-09-10,US,5,Virginia
2010,27,SAS,San Antonio Spurs,34,Antonio McDyess,PF,6-9,220,1974-09-07,US,13,Alabama
2010,27,SAS,San Antonio Spurs,9,Tony Parker,PG,6-2,185,1982-05-17,BE,8,
2010,27,SAS,San Antonio Spurs,42,Theo Ratliff,C,6-10,225,1973-04-17,US,14,Wyoming
2010,27,SAS,San Antonio Spurs,2,Garrett Temple,SG,6-5,195,1986-05-08,US,R,LSU
