PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Reggie Theus,25,82,81,2856,9.4,19.8,0.478,0.3,1.1,0.231,9.2,18.6,0.493,5.5,6.8,0.8009999999999999,1.1,2.6,3.8,6.1,1.8,0.2,4.0,3.5,24.6
Dave Corzine,26,82,71,2496,6.6,13.3,0.49700000000000005,0.0,0.0,0.0,6.6,13.2,0.498,3.3,4.6,0.72,3.5,6.8,10.3,2.2,0.7,1.6,3.3,3.5,16.5
Dave Greenwood,25,79,61,2355,4.8,10.5,0.455,0.0,0.1,0.0,4.8,10.4,0.457,2.5,3.6,0.708,3.3,8.4,11.7,2.3,0.8,1.4,2.4,4.0,12.1
Rod Higgins,23,82,42,2196,5.1,11.4,0.44799999999999995,0.2,0.7,0.317,4.9,10.8,0.457,3.4,4.3,0.792,2.6,3.4,6.0,2.9,1.1,1.1,2.1,4.1,13.9
Quintin Dailey,22,76,32,2081,8.1,17.4,0.466,0.1,0.4,0.2,8.0,17.0,0.473,3.6,4.9,0.73,1.5,3.0,4.5,4.8,1.2,0.2,3.5,4.3,19.9
Mark Olberding,26,80,31,1817,5.0,10.3,0.48100000000000004,0.0,0.2,0.16699999999999998,4.9,10.1,0.488,3.8,4.9,0.782,2.1,5.0,7.1,2.6,1.0,0.2,3.0,4.9,13.8
Orlando Woolridge,23,57,38,1627,8.0,13.8,0.58,0.0,0.1,0.0,8.0,13.7,0.583,4.8,7.5,0.638,2.7,3.9,6.6,2.1,0.8,1.0,3.5,3.9,20.8
Ronnie Lester,24,65,38,1437,5.1,11.2,0.45299999999999996,0.0,0.1,0.0,5.1,11.0,0.45799999999999996,3.1,4.3,0.725,1.2,3.2,4.3,8.3,1.3,0.2,3.4,3.0,13.2
Tracy Jackson,23,78,3,1309,5.5,11.7,0.467,0.1,0.4,0.154,5.4,11.4,0.47700000000000004,2.5,3.5,0.73,2.4,2.5,4.9,2.9,1.8,0.3,2.3,3.6,13.5
Dudley Bradley,25,58,11,683,4.3,8.4,0.516,0.1,0.3,0.2,4.3,8.1,0.526,1.9,2.4,0.8,1.4,4.1,5.5,5.6,2.6,0.5,3.1,4.8,10.6
Dwight Jones,30,49,2,673,4.6,10.3,0.446,0.0,0.0,,4.6,10.3,0.446,2.5,4.0,0.627,3.0,7.4,10.4,2.1,1.0,0.7,3.5,4.8,11.7
Jawann Oldham,25,16,0,171,6.5,12.2,0.534,0.0,0.0,,6.5,12.2,0.534,2.5,4.6,0.545,3.8,6.1,9.9,1.1,1.1,2.7,2.7,6.3,15.6
Mike Bratz,27,15,0,140,3.6,10.8,0.33299999999999996,0.3,2.1,0.125,3.3,8.7,0.382,2.6,3.3,0.769,0.8,4.1,4.9,5.9,1.8,0.0,3.6,5.1,10.0
Larry Spriggs,23,9,0,39,7.4,18.5,0.4,0.0,0.0,,7.4,18.5,0.4,4.6,6.5,0.7140000000000001,1.8,6.5,8.3,2.8,0.9,1.8,1.8,2.8,19.4
Larry Kenon,30,5,0,25,2.9,8.6,0.33299999999999996,0.0,0.0,,2.9,8.6,0.33299999999999996,0.0,0.0,,1.4,4.3,5.8,0.0,1.4,0.0,2.9,2.9,5.8
