Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1988,22.0,NYK,NBA,PG,4.0,4.0,171.0,22.0,60.0,0.367,5.0,12.0,0.417,17.0,48.0,0.354,0.408,8.0,11.0,0.727,6.0,13.0,19.0,39.0,10.0,0.0,14.0,13.0,57.0,,0.0
1989,23.0,NYK,NBA,PG,9.0,9.0,336.0,51.0,100.0,0.51,11.0,28.0,0.393,40.0,72.0,0.556,0.565,19.0,28.0,0.679,7.0,24.0,31.0,91.0,10.0,3.0,28.0,9.0,132.0,,0.0
1990,24.0,NYK,NBA,PG,9.0,0.0,81.0,13.0,31.0,0.419,0.0,2.0,0.0,13.0,29.0,0.448,0.419,8.0,11.0,0.727,1.0,4.0,5.0,21.0,2.0,0.0,7.0,5.0,34.0,,0.0
1991,25.0,NYK,NBA,PG,3.0,0.0,36.0,1.0,3.0,0.333,0.0,0.0,,1.0,3.0,0.333,0.333,0.0,0.0,,0.0,0.0,0.0,8.0,1.0,1.0,5.0,1.0,2.0,,0.0
1992,26.0,NYK,NBA,PG,12.0,12.0,368.0,37.0,92.0,0.402,4.0,21.0,0.19,33.0,71.0,0.465,0.424,22.0,27.0,0.815,12.0,15.0,27.0,86.0,10.0,0.0,30.0,26.0,100.0,,0.0
1993,27.0,LAC,NBA,PG,5.0,5.0,188.0,28.0,64.0,0.438,1.0,2.0,0.5,27.0,62.0,0.435,0.445,19.0,22.0,0.864,8.0,21.0,29.0,38.0,8.0,1.0,13.0,8.0,76.0,,0.0
1995,29.0,IND,NBA,PG,17.0,17.0,554.0,59.0,130.0,0.454,16.0,40.0,0.4,43.0,90.0,0.478,0.515,34.0,46.0,0.739,27.0,62.0,89.0,122.0,15.0,0.0,41.0,34.0,168.0,,0.0
1996,30.0,IND,NBA,PG,5.0,5.0,186.0,18.0,51.0,0.353,4.0,18.0,0.222,14.0,33.0,0.424,0.392,13.0,17.0,0.765,3.0,22.0,25.0,30.0,6.0,0.0,13.0,9.0,53.0,,0.0
1998,32.0,IND,NBA,PG,16.0,16.0,494.0,53.0,127.0,0.417,14.0,37.0,0.378,39.0,90.0,0.433,0.472,27.0,34.0,0.794,18.0,55.0,73.0,133.0,23.0,0.0,47.0,28.0,147.0,,1.0
1999,33.0,IND,NBA,PG,13.0,13.0,451.0,51.0,103.0,0.495,14.0,34.0,0.412,37.0,69.0,0.536,0.563,30.0,42.0,0.714,14.0,45.0,59.0,112.0,14.0,1.0,35.0,32.0,146.0,,0.0
2001,35.0,NYK,NBA,PG,5.0,5.0,156.0,20.0,40.0,0.5,2.0,8.0,0.25,18.0,32.0,0.563,0.525,3.0,3.0,1.0,3.0,23.0,26.0,26.0,8.0,0.0,10.0,6.0,45.0,,0.0
2003,37.0,UTA,NBA,PG,5.0,0.0,83.0,15.0,30.0,0.5,5.0,9.0,0.556,10.0,21.0,0.476,0.583,1.0,1.0,1.0,2.0,3.0,5.0,16.0,3.0,0.0,4.0,11.0,36.0,,0.0
2004,38.0,HOU,NBA,PG,5.0,0.0,38.0,1.0,6.0,0.167,0.0,3.0,0.0,1.0,3.0,0.333,0.167,0.0,0.0,,0.0,3.0,3.0,5.0,2.0,0.0,2.0,1.0,2.0,,0.0
