Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,22.0,HOU,NBA,SG,7.0,0.0,63.0,11.0,27.0,0.407,0.0,0.0,,11.0,27.0,0.407,0.407,1.0,1.0,1.0,4.0,5.0,9.0,6.0,3.0,0.0,3.0,13.0,23.0
1985,23.0,HOU,NBA,SG,45.0,0.0,189.0,34.0,69.0,0.493,0.0,3.0,0.0,34.0,66.0,0.515,0.493,19.0,30.0,0.633,8.0,17.0,25.0,26.0,11.0,3.0,22.0,26.0,87.0
1986,24.0,HOU,NBA,SG,36.0,0.0,199.0,36.0,84.0,0.429,3.0,9.0,0.333,33.0,75.0,0.44,0.446,23.0,29.0,0.793,17.0,29.0,46.0,29.0,11.0,4.0,15.0,22.0,98.0
1987,25.0,CLE,NBA,SG,44.0,15.0,890.0,99.0,239.0,0.414,5.0,29.0,0.172,94.0,210.0,0.448,0.425,70.0,99.0,0.707,55.0,106.0,161.0,92.0,40.0,30.0,61.0,80.0,273.0
1988,26.0,CLE,NBA,SG,79.0,27.0,1709.0,226.0,485.0,0.466,22.0,64.0,0.344,204.0,421.0,0.485,0.489,89.0,132.0,0.674,86.0,188.0,274.0,206.0,82.0,30.0,107.0,182.0,563.0
1989,27.0,CLE,NBA,SG,82.0,4.0,1867.0,249.0,524.0,0.475,39.0,100.0,0.39,210.0,424.0,0.495,0.512,71.0,117.0,0.607,100.0,195.0,295.0,266.0,110.0,19.0,116.0,161.0,608.0
1990,28.0,CLE,NBA,SG,81.0,64.0,2894.0,436.0,940.0,0.464,104.0,248.0,0.419,332.0,692.0,0.48,0.519,126.0,185.0,0.681,147.0,292.0,439.0,371.0,126.0,23.0,161.0,226.0,1102.0
1991,29.0,CLE,NBA,SG,82.0,68.0,2766.0,344.0,773.0,0.445,49.0,149.0,0.329,295.0,624.0,0.473,0.477,95.0,140.0,0.679,142.0,246.0,388.0,376.0,121.0,34.0,160.0,209.0,832.0
1992,30.0,CLE,NBA,SG,63.0,62.0,2016.0,310.0,684.0,0.453,69.0,167.0,0.413,241.0,517.0,0.466,0.504,87.0,123.0,0.707,94.0,213.0,307.0,238.0,78.0,22.0,104.0,150.0,776.0
1993,31.0,CLE,NBA,SG,82.0,73.0,2559.0,385.0,785.0,0.49,93.0,244.0,0.381,292.0,541.0,0.54,0.55,86.0,120.0,0.717,113.0,290.0,403.0,254.0,104.0,22.0,124.0,170.0,949.0
1994,32.0,ATL,NBA,SG,82.0,0.0,2147.0,316.0,708.0,0.446,77.0,221.0,0.348,239.0,487.0,0.491,0.501,112.0,154.0,0.727,71.0,208.0,279.0,273.0,136.0,26.0,130.0,161.0,821.0
1995,33.0,ATL,NBA,SG,49.0,0.0,1166.0,191.0,422.0,0.453,51.0,134.0,0.381,140.0,288.0,0.486,0.513,44.0,71.0,0.62,55.0,92.0,147.0,113.0,46.0,6.0,73.0,86.0,477.0
1996,34.0,ATL,NBA,SG,79.0,8.0,1758.0,253.0,591.0,0.428,82.0,221.0,0.371,171.0,370.0,0.462,0.497,81.0,103.0,0.786,65.0,191.0,256.0,138.0,85.0,9.0,104.0,138.0,669.0
1997,35.0,SEA,NBA,SG,62.0,0.0,848.0,87.0,248.0,0.351,27.0,95.0,0.284,60.0,153.0,0.392,0.405,13.0,26.0,0.5,39.0,71.0,110.0,68.0,36.0,4.0,45.0,71.0,214.0
