Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1986,30,282,WSB,Washington Bullets,23.0,NBA,C,80.0,60.0,2090.0,3.0,6.4,0.46,0.0,0.0,0.0,3.0,6.4,0.46,1.0,2.0,0.49,2.9,8.2,11.1,0.5,0.6,9.2,1.5,5.9,6.9,,95.0,99.0
1987,30,282,WSB,Washington Bullets,24.0,NBA,C,82.0,12.0,1552.0,3.2,7.1,0.45,0.0,0.0,0.0,3.2,7.1,0.45,1.4,2.1,0.67,2.6,8.6,11.2,0.3,0.6,9.3,1.9,5.8,7.7,,94.0,101.0
1988,30,282,WSB,Washington Bullets,25.0,NBA,C,77.0,4.0,1136.0,3.2,7.1,0.46,0.0,0.0,0.0,3.2,7.1,0.46,1.1,2.1,0.53,3.1,8.7,11.8,0.6,0.5,9.0,1.5,6.9,7.6,,98.0,101.0
1989,10,282,GSW,Golden State Warriors,26.0,NBA,C,80.0,4.0,1769.0,3.2,8.7,0.37,0.5,2.3,0.22,2.7,6.4,0.42,1.0,1.7,0.61,2.9,8.7,11.7,0.7,0.3,8.7,2.0,5.7,7.9,,88.0,103.0
1990,10,282,GSW,Golden State Warriors,27.0,NBA,C,75.0,20.0,1310.0,1.9,5.8,0.33,0.3,1.7,0.19,1.6,4.2,0.39,0.9,1.7,0.51,1.1,8.4,9.5,1.2,0.4,8.2,1.8,6.7,5.1,,76.0,108.0
1991,23,282,PHI,Philadelphia 76Ers,28.0,NBA,C,82.0,6.0,1522.0,2.1,5.4,0.4,0.0,0.5,0.07,2.1,4.9,0.43,0.8,1.4,0.58,2.2,9.4,11.5,0.7,0.5,8.1,2.1,6.1,5.1,,80.0,102.0
1992,23,282,PHI,Philadelphia 76Ers,29.0,NBA,C,71.0,2.0,1267.0,2.0,5.2,0.38,0.0,0.4,0.0,2.0,4.8,0.41,0.5,1.1,0.46,2.2,6.8,9.0,0.9,0.4,8.3,1.7,5.6,4.4,,82.0,106.0
1993,23,282,PHI,Philadelphia 76Ers,30.0,NBA,C,58.0,23.0,855.0,3.0,7.2,0.41,0.6,1.8,0.31,2.4,5.4,0.44,0.7,1.1,0.63,2.5,8.5,11.0,1.0,0.8,6.8,2.9,5.0,7.2,,81.0,106.0
1994,31,282,TOT,Total After Trade,31.0,NBA,C,14.0,0.0,116.0,1.7,8.3,0.21,0.0,1.3,0.0,1.7,7.0,0.25,0.0,0.0,,1.3,6.6,7.9,0.4,0.9,7.0,2.2,5.7,3.5,,46.0,104.0
1994,16,282,MIA,Miami Heat,31.0,NBA,C,8.0,0.0,61.0,0.8,10.1,0.08,0.0,2.5,0.0,0.8,7.6,0.11,0.0,0.0,,0.8,8.4,9.2,0.0,0.0,5.0,4.2,3.4,1.7,,18.0,105.0
1994,30,282,WSB,Washington Bullets,31.0,NBA,C,2.0,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,8.3,8.3,8.3,0.0,8.3,0.0,8.3,0.0,,207.0,107.0
1994,23,282,PHI,Philadelphia 76Ers,31.0,NBA,C,4.0,0.0,49.0,3.1,7.2,0.43,0.0,0.0,,3.1,7.2,0.43,0.0,0.0,,2.0,4.1,6.1,0.0,2.0,9.2,0.0,8.2,6.1,,103.0,103.0
1995,10,282,GSW,Golden State Warriors,32.0,NBA,C,5.0,2.0,81.0,3.6,6.1,0.6,1.8,3.0,0.6,1.8,3.0,0.6,0.0,0.0,,0.6,6.7,7.3,0.0,0.0,5.4,0.6,6.1,9.1,,134.0,111.0
