Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993,18,1676,MIN,Minnesota Timberwolves,23.0,NBA,PF,81.0,81.0,34.9,6.2,13.1,0.47,0.0,0.5,0.1,6.2,12.6,0.49,0.48,5.7,6.8,0.84,2.1,6.6,8.7,2.8,1.3,1.0,3.4,3.6,18.2
1994,18,1676,MIN,Minnesota Timberwolves,24.0,NBA,PF,70.0,67.0,34.7,5.7,12.6,0.45,0.1,0.4,0.24,5.6,12.3,0.46,0.45,5.4,6.8,0.78,2.3,6.3,8.6,4.4,1.2,1.2,3.7,3.8,16.8
1995,18,1676,MIN,Minnesota Timberwolves,25.0,NBA,C,81.0,80.0,34.2,5.6,11.4,0.49,0.2,0.5,0.32,5.4,10.9,0.5,0.5,5.0,6.2,0.82,2.0,5.5,7.6,2.9,1.2,1.1,2.8,3.7,16.3
1996,31,1676,TOT,Total After Trade,26.0,NBA,C,74.0,71.0,33.7,6.0,12.3,0.49,0.1,0.5,0.23,5.9,11.7,0.5,0.49,4.4,5.4,0.82,2.5,4.8,7.3,2.7,1.0,1.0,2.5,3.7,16.4
1996,18,1676,MIN,Minnesota Timberwolves,26.0,NBA,C,44.0,44.0,34.5,6.4,13.2,0.49,0.2,0.7,0.29,6.2,12.5,0.5,0.49,4.9,6.0,0.82,2.2,4.6,6.9,2.9,0.9,1.0,2.5,3.6,18.0
1996,1,1676,ATL,Atlanta Hawks,26.0,NBA,C,30.0,27.0,32.6,5.3,10.8,0.49,0.0,0.3,0.0,5.3,10.6,0.5,0.49,3.6,4.3,0.82,2.9,5.0,7.9,2.3,1.0,0.9,2.5,4.0,14.2
1997,1,1676,ATL,Atlanta Hawks,27.0,NBA,PF,82.0,82.0,38.3,6.7,13.8,0.49,0.4,1.1,0.35,6.3,12.7,0.5,0.5,4.4,5.4,0.82,2.6,6.2,8.8,2.7,1.2,0.8,2.7,3.4,18.1
1998,1,1676,ATL,Atlanta Hawks,28.0,NBA,PF,74.0,49.0,30.8,4.8,9.9,0.48,0.1,0.4,0.22,4.7,9.5,0.5,0.49,4.1,4.8,0.86,1.9,4.7,6.6,2.6,1.0,1.0,2.5,3.3,13.8
1999,9,1676,DET,Detroit Pistons,29.0,NBA,PF,16.0,0.0,21.1,2.4,6.6,0.36,0.1,0.2,0.33,2.3,6.4,0.36,0.36,2.8,3.6,0.77,1.3,2.1,3.4,1.5,0.9,0.8,1.2,1.9,7.6
2001,31,1676,TOT,Total After Trade,31.0,NBA,"C,PF",78.0,48.0,21.3,3.6,7.1,0.5,0.1,0.2,0.31,3.5,6.9,0.51,0.51,2.2,2.6,0.83,1.5,3.2,4.7,1.6,0.9,0.6,1.8,3.1,9.3
2001,7,1676,DAL,Dallas Mavericks,31.0,NBA,C,53.0,35.0,17.5,3.1,6.1,0.51,0.0,0.1,0.33,3.1,6.0,0.51,0.51,1.3,1.5,0.82,1.4,2.6,4.0,1.3,0.8,0.5,1.3,3.0,7.5
2001,30,1676,WAS,Washington Wizards,31.0,NBA,PF,25.0,13.0,29.3,4.5,9.1,0.49,0.1,0.4,0.3,4.4,8.7,0.5,0.5,4.1,4.9,0.84,1.7,4.4,6.1,2.3,1.2,0.8,2.7,3.3,13.2
2002,30,1676,WAS,Washington Wizards,32.0,NBA,PF,57.0,48.0,25.3,2.9,6.4,0.46,0.0,0.2,0.2,2.9,6.2,0.47,0.47,1.2,1.3,0.87,1.3,4.0,5.3,2.6,1.1,0.4,1.5,2.3,7.1
2003,30,1676,WAS,Washington Wizards,33.0,NBA,PF,76.0,66.0,29.1,3.4,6.8,0.49,0.0,0.2,0.12,3.3,6.6,0.51,0.5,1.6,1.9,0.83,1.5,5.1,6.6,3.1,1.1,0.5,1.1,2.7,8.3
2004,30,1676,WAS,Washington Wizards,34.0,NBA,PF,48.0,18.0,20.5,2.5,5.3,0.46,0.1,0.4,0.29,2.4,4.9,0.48,0.48,0.8,1.0,0.8,1.0,3.8,4.8,1.9,0.8,0.6,0.9,2.1,5.9
2005,16,1676,MIA,Miami Heat,35.0,NBA,PF,49.0,0.0,15.1,2.2,3.8,0.58,0.0,0.1,0.14,2.2,3.6,0.6,0.58,0.9,1.2,0.76,0.7,1.9,2.7,0.8,0.7,0.3,0.6,1.6,5.3
