Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1983,22.0,CLE,NBA,PG,68.0,3.0,990.0,161.0,373.0,0.432,0.0,14.0,0.0,161.0,359.0,0.448,0.432,64.0,84.0,0.762,17.0,79.0,96.0,167.0,54.0,5.0,118.0,74.0,386.0,,0.0
1984,23.0,CLE,NBA,PG,76.0,19.0,1712.0,257.0,607.0,0.423,2.0,17.0,0.118,255.0,590.0,0.432,0.425,157.0,198.0,0.793,49.0,107.0,156.0,333.0,78.0,4.0,170.0,113.0,673.0,,0.0
1985,24.0,CLE,NBA,PG,81.0,65.0,2401.0,338.0,693.0,0.488,3.0,26.0,0.115,335.0,667.0,0.502,0.49,125.0,167.0,0.749,54.0,237.0,291.0,697.0,129.0,5.0,207.0,132.0,804.0,,1.0
1986,25.0,CLE,NBA,PG,78.0,77.0,2472.0,366.0,865.0,0.423,9.0,37.0,0.243,357.0,828.0,0.431,0.428,170.0,215.0,0.791,76.0,199.0,275.0,735.0,122.0,10.0,239.0,165.0,911.0,,1.0
1987,26.0,CLE,NBA,PG,72.0,67.0,2182.0,312.0,732.0,0.426,31.0,103.0,0.301,281.0,629.0,0.447,0.447,113.0,136.0,0.831,55.0,197.0,252.0,379.0,91.0,7.0,163.0,114.0,768.0,,0.0
1988,27.0,NJN,NBA,PG,82.0,74.0,2774.0,393.0,896.0,0.439,47.0,161.0,0.292,346.0,735.0,0.471,0.465,148.0,180.0,0.822,61.0,196.0,257.0,479.0,110.0,10.0,201.0,162.0,981.0,,1.0
1989,28.0,NJN,NBA,PG,68.0,20.0,1642.0,200.0,481.0,0.416,11.0,54.0,0.204,189.0,427.0,0.443,0.427,89.0,123.0,0.724,36.0,108.0,144.0,391.0,72.0,5.0,159.0,117.0,500.0,,0.0
1990,29.0,BOS,NBA,PG,54.0,17.0,1095.0,100.0,218.0,0.459,1.0,18.0,0.056,99.0,200.0,0.495,0.461,29.0,39.0,0.744,26.0,63.0,89.0,296.0,40.0,4.0,90.0,77.0,230.0,,0.0
1992,31.0,BOS,NBA,PG,73.0,59.0,1742.0,223.0,506.0,0.441,10.0,42.0,0.238,213.0,464.0,0.459,0.451,68.0,95.0,0.716,38.0,123.0,161.0,480.0,57.0,4.0,148.0,123.0,524.0,,0.0
1993,32.0,BOS,NBA,PG,10.0,0.0,97.0,9.0,25.0,0.36,0.0,1.0,0.0,9.0,24.0,0.375,0.36,5.0,6.0,0.833,1.0,6.0,7.0,20.0,2.0,0.0,17.0,11.0,23.0,,0.0
1994,33.0,ATL,NBA,PG,3.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,,0.0
