Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011,15,2678,MEM,Memphis Grizzlies,Ish Smith,"July 5, 1988",22.0,NBA,PG,5.0,0.0,2.0,0.4,0.6,0.67,0.0,0.0,,0.4,0.6,0.67,0.67,0.0,0.0,,0.0,0.4,0.4,0.4,0.2,0.0,0.2,0.2,0.8
2012,22,2678,ORL,Orlando Magic,Ish Smith,"July 5, 1988",23.0,NBA,PG,1.0,0.0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2013,17,2678,MIL,Milwaukee Bucks,Ish Smith,"July 5, 1988",24.0,NBA,PG,4.0,0.0,2.8,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.3,0.3,0.8,0.0,0.0,0.3,0.3,0.0
2019,9,2678,DET,Detroit Pistons,Ish Smith,"July 5, 1988",30.0,NBA,PG,4.0,0.0,20.3,2.5,9.5,0.26,0.3,1.8,0.14,2.3,7.8,0.29,0.28,0.8,1.0,0.75,0.3,2.5,2.8,3.5,0.8,0.3,1.0,2.0,6.0
