Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2015,14,546,LAL,Los Angeles Lakers,Jordan Clarkson,"June 7, 1992",22.0,NBA,PG,59.0,1476.0,16.9,0.53,0.2,0.26,4.0,10.5,7.1,23.8,1.8,0.7,12.6,23.0,2.0,0.4,2.4,0.08,1.2,-0.9,0.2,0.8
2016,14,546,LAL,Los Angeles Lakers,Jordan Clarkson,"June 7, 1992",23.0,NBA,SG,79.0,2552.0,14.3,0.52,0.29,0.19,3.8,9.6,6.6,13.8,1.7,0.2,10.2,22.8,1.7,0.4,2.1,0.04,-0.1,-1.5,-1.6,0.2
2017,14,546,LAL,Los Angeles Lakers,Jordan Clarkson,"June 7, 1992",24.0,NBA,SG,82.0,2397.0,13.2,0.53,0.33,0.16,2.2,9.3,5.6,14.4,1.8,0.3,12.5,23.3,0.5,0.7,1.2,0.02,-0.9,-1.6,-2.5,-0.3
2018,31,546,TOT,Total After Trade,Jordan Clarkson,"June 7, 1992",25.0,NBA,SG,81.0,1888.0,16.4,0.54,0.33,0.2,3.3,9.1,6.2,19.3,1.5,0.3,10.9,26.5,1.9,1.2,3.0,0.08,1.5,-1.4,0.1,1.0
2018,14,546,LAL,Los Angeles Lakers,Jordan Clarkson,"June 7, 1992",25.0,NBA,SG,53.0,1256.0,16.9,0.53,0.32,0.2,3.8,9.7,6.7,22.9,1.5,0.2,11.6,27.7,1.1,1.0,2.1,0.08,1.9,-1.1,0.8,0.9
2018,6,546,CLE,Cleveland Cavaliers,Jordan Clarkson,"June 7, 1992",25.0,NBA,SG,28.0,632.0,15.4,0.56,0.38,0.2,2.3,7.9,5.1,12.0,1.5,0.4,9.3,24.1,0.8,0.2,1.0,0.07,0.5,-1.8,-1.3,0.1
2019,6,546,CLE,Cleveland Cavaliers,Jordan Clarkson,"June 7, 1992",26.0,NBA,SG,81.0,2214.0,16.8,0.54,0.38,0.16,3.9,9.9,6.8,15.6,1.3,0.5,9.6,27.6,1.9,-0.1,1.8,0.04,2.1,-2.6,-0.5,0.8
2020,31,546,TOT,Total After Trade,Jordan Clarkson,"June 7, 1992",27.0,NBA,SG,71.0,1705.0,17.3,0.57,0.48,0.19,3.3,8.7,6.1,13.2,1.3,0.8,9.4,26.3,2.4,1.0,3.4,0.1,2.4,-1.3,1.1,1.3
2020,6,546,CLE,Cleveland Cavaliers,Jordan Clarkson,"June 7, 1992",27.0,NBA,SG,29.0,666.0,18.6,0.58,0.49,0.26,3.5,8.1,5.8,17.0,1.2,1.0,9.7,25.9,1.4,0.1,1.5,0.11,4.1,-1.4,2.7,0.8
2020,29,546,UTA,Utah Jazz,Jordan Clarkson,"June 7, 1992",27.0,NBA,SG,42.0,1039.0,16.5,0.57,0.47,0.15,3.2,9.1,6.3,10.8,1.4,0.6,9.2,26.7,1.0,0.9,1.9,0.09,1.3,-1.2,0.1,0.5
2021,29,546,UTA,Utah Jazz,Jordan Clarkson,"June 7, 1992",28.0,NBA,SG,24.0,610.0,19.2,0.6,0.57,0.11,4.1,13.4,9.0,11.6,1.7,0.9,11.1,28.0,1.0,0.9,1.9,0.15,3.3,-0.4,2.9,0.8
