Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1984,7,1187,DAL,Dallas Mavericks,22.0,NBA,PG,82.0,1712.0,10.5,0.48,0.06,0.22,3.6,8.1,5.8,17.7,2.7,0.7,18.3,14.7,,-0.3,1.5,1.3,0.04,,-2.3,1.0,-1.3,0.3
1985,7,1187,DAL,Dallas Mavericks,23.0,NBA,PG,82.0,2218.0,15.2,0.56,0.1,0.24,2.4,8.0,5.1,21.7,3.2,1.0,14.9,15.5,,2.9,2.4,5.4,0.12,,0.1,2.0,2.1,2.3
1986,7,1187,DAL,Dallas Mavericks,24.0,NBA,PG,79.0,2150.0,18.8,0.58,0.07,0.31,3.9,7.6,5.8,26.3,3.3,0.6,14.8,18.5,,4.5,1.7,6.2,0.14,,2.1,1.2,3.4,2.9
1987,7,1187,DAL,Dallas Mavericks,25.0,NBA,PG,77.0,2556.0,20.0,0.56,0.21,0.24,2.2,6.1,4.2,33.6,3.1,0.6,11.2,19.6,,6.8,2.6,9.4,0.18,,4.0,1.2,5.2,4.6
1988,7,1187,DAL,Dallas Mavericks,26.0,NBA,PG,82.0,3032.0,18.1,0.53,0.16,0.3,2.6,6.2,4.4,30.4,2.7,0.7,12.6,20.6,,6.1,3.0,9.1,0.14,,2.7,0.8,3.5,4.2
1989,7,1187,DAL,Dallas Mavericks,27.0,NBA,PG,81.0,2968.0,18.3,0.56,0.25,0.25,1.7,6.7,4.2,30.1,2.9,0.8,14.1,21.2,,5.2,2.8,8.0,0.13,,2.5,0.7,3.2,3.9
1990,7,1187,DAL,Dallas Mavericks,28.0,NBA,PG,82.0,3007.0,19.8,0.57,0.21,0.27,2.1,7.0,4.6,32.2,3.2,0.5,13.7,22.0,,6.3,3.6,9.9,0.16,,3.3,1.4,4.7,5.0
1991,7,1187,DAL,Dallas Mavericks,29.0,NBA,PG,77.0,2879.0,19.4,0.54,0.2,0.32,2.3,6.9,4.6,30.7,2.6,0.3,11.2,24.2,,5.7,2.0,7.6,0.13,,3.1,0.0,3.1,3.7
1992,7,1187,DAL,Dallas Mavericks,30.0,NBA,PG,65.0,2252.0,16.7,0.51,0.18,0.26,2.2,5.9,4.0,28.0,2.3,0.5,12.0,24.4,,2.3,1.2,3.5,0.08,,1.6,-0.5,1.1,1.8
1993,7,1187,DAL,Dallas Mavericks,31.0,NBA,SG,62.0,2108.0,15.9,0.52,0.27,0.34,2.0,4.6,3.2,25.7,1.8,0.5,11.2,23.5,,2.9,-0.2,2.7,0.06,,2.5,-1.9,0.6,1.4
1994,31,1187,TOT,Total After Trade,32.0,NBA,PG,82.0,2204.0,12.3,0.48,0.27,0.22,1.0,6.3,3.6,23.5,2.9,0.3,14.2,18.6,,1.1,2.9,4.0,0.09,,-1.0,1.2,0.1,1.2
1994,7,1187,DAL,Dallas Mavericks,32.0,NBA,PG,28.0,893.0,10.2,0.45,0.31,0.15,1.2,6.1,3.5,17.5,2.6,0.3,12.9,19.8,,-0.4,0.4,0.0,-0.0,,-1.8,-0.9,-2.7,-0.2
1994,20,1187,NYK,New York Knicks,32.0,NBA,PG,54.0,1311.0,13.7,0.52,0.24,0.28,0.9,6.4,3.7,27.6,3.2,0.2,15.2,17.8,,1.5,2.5,4.0,0.15,,-0.5,2.6,2.1,1.4
1995,20,1187,NYK,New York Knicks,33.0,NBA,PG,80.0,2716.0,12.6,0.55,0.39,0.25,1.4,6.8,4.2,26.7,1.5,0.3,15.2,16.7,,3.2,3.1,6.4,0.11,,-0.1,0.3,0.2,1.5
1996,20,1187,NYK,New York Knicks,34.0,NBA,PG,82.0,2893.0,13.9,0.56,0.35,0.22,1.3,6.8,4.1,20.1,2.4,0.1,14.7,19.4,,2.6,3.7,6.3,0.1,,-0.2,0.7,0.5,1.8
1997,7,1187,DAL,Dallas Mavericks,35.0,NBA,PG,75.0,2210.0,12.9,0.52,0.26,0.19,1.6,5.7,3.6,25.3,2.2,0.4,15.3,17.9,,1.5,1.2,2.7,0.06,,-0.9,-0.5,-1.4,0.3
1998,22,1187,ORL,Orlando Magic,36.0,NBA,SG,66.0,1761.0,11.5,0.49,0.3,0.15,1.5,5.5,3.4,23.2,2.3,0.4,14.9,17.6,,0.9,1.5,2.3,0.06,,-1.6,0.2,-1.3,0.3
1999,14,1187,LAL,Los Angeles Lakers,37.0,NBA,PG,45.0,1120.0,12.8,0.51,0.4,0.11,1.4,5.5,3.5,25.4,2.1,0.3,14.6,14.4,,1.6,0.4,2.0,0.09,,0.6,-0.7,-0.1,0.5
