SEASON,TEAM ID,TEAM,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012,8,DEN,Denver Nuggets,66,16040,2572,5404,0.48,435,1311,0.33,2137,4093,0.52,1293,1760,0.74,738,2105,2843,1581,540,330,1015,1297,6872
2012,27,SAS,San Antonio Spurs,66,15940,2611,5463,0.48,552,1405,0.39,2059,4058,0.51,1067,1427,0.75,683,2153,2836,1528,490,293,895,1143,6841
2012,21,OKC,Oklahoma City Thunder,66,15990,2462,5229,0.47,472,1317,0.36,1990,3912,0.51,1406,1744,0.81,726,2157,2883,1224,498,539,1079,1352,6802
2012,29,UTA,Utah Jazz,66,16165,2523,5531,0.46,273,845,0.32,2250,4686,0.48,1258,1668,0.75,861,2055,2916,1439,545,385,936,1441,6577
2012,17,MIL,Milwaukee Bucks,66,15865,2502,5652,0.44,436,1265,0.34,2066,4387,0.47,1095,1415,0.77,820,1983,2803,1550,548,335,929,1273,6535
2012,26,SAC,Sacramento Kings,66,15915,2490,5712,0.44,411,1301,0.32,2079,4411,0.47,1127,1532,0.74,882,1947,2829,1271,561,323,952,1287,6518
2012,16,MIA,Miami Heat,66,16040,2446,5212,0.47,370,1030,0.36,2076,4182,0.5,1238,1598,0.78,686,2060,2746,1317,585,355,1002,1282,6500
2012,24,PHO,Phoenix Suns,66,15840,2495,5445,0.46,444,1295,0.34,2051,4150,0.49,1058,1397,0.76,717,2035,2752,1486,431,366,928,1233,6492
2012,11,HOU,Houston Rockets,66,16065,2489,5543,0.45,478,1330,0.36,2011,4213,0.48,1018,1301,0.78,769,2014,2783,1404,496,319,955,1347,6474
2012,18,MIN,Minnesota Timberwolves,66,15940,2355,5434,0.43,473,1423,0.33,1882,4011,0.47,1281,1662,0.77,797,2089,2886,1290,436,293,1001,1212,6464
2012,20,NYK,New York Knicks,66,15940,2365,5335,0.44,517,1538,0.34,1848,3797,0.49,1211,1634,0.74,743,2012,2755,1328,622,276,1056,1391,6458
2012,10,GSW,Golden State Warriors,66,15915,2489,5443,0.46,524,1351,0.39,1965,4092,0.48,951,1235,0.77,640,1947,2587,1470,528,362,915,1410,6453
2012,12,IND,Indiana Pacers,66,15990,2354,5375,0.44,392,1064,0.37,1962,4311,0.46,1349,1724,0.78,826,2070,2896,1228,523,357,925,1430,6449
2012,13,LAC,Los Angeles Clippers,66,15965,2439,5366,0.46,514,1441,0.36,1925,3925,0.49,1046,1538,0.68,800,1943,2743,1385,556,315,879,1399,6438
2012,14,LAL,Los Angeles Lakers,66,16065,2429,5319,0.46,362,1112,0.33,2067,4207,0.49,1202,1589,0.76,799,2251,3050,1485,390,351,997,1109,6422
2012,25,POR,Portland Trail Blazers,66,15965,2402,5417,0.44,478,1382,0.35,1924,4035,0.48,1133,1423,0.8,735,1949,2684,1349,528,322,935,1251,6415
2012,1,ALT,Atlanta Hawks,66,16165,2429,5348,0.45,492,1330,0.37,1937,4018,0.48,1025,1385,0.74,652,2066,2718,1481,536,303,921,1178,6375
2012,5,CHI,Chicago Bulls,66,15940,2467,5462,0.45,419,1117,0.38,2048,4345,0.47,1006,1394,0.72,915,2165,3080,1527,456,388,923,1139,6359
2012,7,DAL,Dallas Mavericks,66,16065,2398,5412,0.44,497,1464,0.34,1901,3948,0.48,1029,1334,0.77,665,2157,2822,1380,565,337,926,1226,6322
2012,15,MEM,Memphis Grizzlies,66,15940,2425,5422,0.45,277,849,0.33,2148,4573,0.47,1142,1504,0.76,831,1944,2775,1290,631,345,955,1316,6269
2012,22,ORL,Orlando Magic,66,15965,2275,5162,0.44,670,1785,0.38,1605,3377,0.48,995,1508,0.66,742,2060,2802,1321,451,275,984,1168,6215
2012,30,WAS,Washington Wizards,66,15865,2414,5475,0.44,344,1075,0.32,2070,4400,0.47,1008,1386,0.73,775,1975,2750,1262,527,417,1008,1405,6180
2012,23,PHI,Philadelphia 76Ers,66,15915,2471,5516,0.45,349,963,0.36,2122,4553,0.47,889,1198,0.74,704,2144,2848,1453,526,340,738,1157,6180
2012,3,NJN,New Jersey Nets,66,15890,2262,5320,0.42,507,1481,0.34,1755,3839,0.46,1113,1433,0.78,783,1879,2662,1311,493,260,995,1268,6144
2012,6,CLE,Cleveland Cavaliers,66,15965,2261,5360,0.42,440,1273,0.35,1821,4087,0.45,1178,1645,0.72,841,1949,2790,1308,466,262,1017,1317,6140
2012,2,BOS,Boston Celtics,66,15940,2341,5086,0.46,363,988,0.37,1978,4098,0.48,1017,1308,0.78,509,2051,2560,1557,498,362,979,1315,6062
2012,9,DET,Detroit Pistons,66,15965,2291,5232,0.44,317,916,0.35,1974,4316,0.46,1098,1461,0.75,775,1882,2657,1232,460,278,1033,1293,5997
2012,28,TOR,Toronto Raptors,66,15965,2268,5154,0.44,365,1075,0.34,1903,4079,0.47,1085,1410,0.77,697,2074,2771,1382,429,321,1001,1532,5986
2012,19,NOH,New Orleans Hornets,66,15940,2300,5103,0.45,259,777,0.33,2041,4326,0.47,1057,1397,0.76,724,1991,2715,1368,488,316,1024,1324,5916
2012,4,CHA,Charlotte Bobcats,66,15890,2193,5293,0.41,263,892,0.3,1930,4401,0.44,1090,1462,0.75,677,1894,2571,1326,397,361,957,1249,5739
