Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1984,22.0,LAL,NBA,SG,74.0,1637.0,13.4,0.525,0.049,0.201,3.7,7.3,5.7,14.0,2.3,0.6,13.4,21.3,,1.1,1.5,2.7,0.079,,-1.5,0.0,-1.5,0.2
1985,23.0,LAL,NBA,SG,81.0,2305.0,16.8,0.587,0.06,0.227,3.1,6.9,5.2,13.8,2.0,0.4,11.1,21.8,,4.8,2.1,6.9,0.143,,1.0,-0.1,0.9,1.7
1986,24.0,LAL,NBA,SG,76.0,2190.0,15.0,0.55,0.062,0.178,3.0,6.6,4.9,10.2,1.8,0.4,9.4,21.7,,3.2,2.0,5.2,0.113,,0.0,-0.3,-0.3,0.9
1987,25.0,LAL,NBA,SG,82.0,2729.0,16.0,0.561,0.131,0.221,2.8,8.5,5.8,13.8,2.2,0.4,10.4,20.6,,4.8,2.9,7.7,0.136,,0.9,0.2,1.1,2.1
1988,26.0,LAL,NBA,SG,81.0,3048.0,19.2,0.59,0.133,0.235,3.0,9.1,6.2,16.4,2.5,0.5,9.8,22.6,,7.4,3.3,10.7,0.168,,2.5,0.9,3.4,4.2
1989,27.0,LAL,NBA,SG,74.0,2605.0,16.6,0.558,0.161,0.189,3.3,9.2,6.5,13.1,2.1,0.6,10.8,23.1,,4.1,2.6,6.8,0.125,,1.1,-0.1,1.0,1.9
1990,28.0,LAL,NBA,SG,77.0,2593.0,14.3,0.546,0.219,0.208,2.3,8.1,5.3,15.5,1.5,0.7,10.0,20.1,,3.8,2.2,6.0,0.111,,0.8,-0.2,0.6,1.7
1991,29.0,LAL,NBA,SG,82.0,2630.0,14.2,0.534,0.208,0.141,2.5,8.1,5.4,10.3,1.8,0.5,7.1,19.9,,3.6,2.9,6.6,0.12,,0.3,0.6,0.9,2.0
1992,30.0,LAL,NBA,SG,82.0,2679.0,15.5,0.537,0.156,0.29,3.1,10.2,6.6,13.4,2.0,0.6,9.5,20.4,,3.9,2.1,6.0,0.107,,1.0,0.1,1.0,2.0
1993,31.0,LAL,NBA,SG,58.0,1677.0,14.4,0.535,0.205,0.279,1.8,7.3,4.6,14.2,1.6,0.5,8.6,20.7,,2.4,0.9,3.3,0.094,,0.3,-1.0,-0.7,0.5
1994,32.0,IND,NBA,SG,67.0,1197.0,17.6,0.549,0.135,0.356,1.9,8.5,5.3,18.9,2.7,0.5,14.0,27.0,,1.7,1.4,3.1,0.123,,1.3,0.2,1.5,1.1
1995,33.0,IND,NBA,PG,80.0,1528.0,15.8,0.587,0.348,0.389,1.5,10.3,6.0,12.2,2.1,0.7,14.8,24.0,,2.1,1.9,3.9,0.124,,1.1,0.3,1.4,1.3
1996,34.0,VAN,NBA,SG,80.0,1894.0,13.0,0.523,0.327,0.359,2.4,9.8,5.9,11.7,1.8,0.9,11.3,21.3,,1.0,1.3,2.3,0.059,,-0.8,-0.6,-1.3,0.3
1997,35.0,LAL,NBA,SG,79.0,1440.0,13.5,0.59,0.496,0.398,1.7,7.6,4.7,10.7,1.7,0.8,10.6,15.5,,2.8,1.3,4.1,0.137,,0.6,0.4,1.0,1.1
