Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1939,243.0,26.0,576.67,4.85,12.25,0.4,1.03,2.92,0.35,3.85,9.32,0.41,2.22,2.72,0.82,1.2,2.18,3.35,3.27,1.87,0.28,2.13,5.18,12.97
