Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1993,17,176,MIL,Milwaukee Bucks,Jon Barry,"July 25, 1969",23.0,NBA,SG,47.0,0.0,552.0,6.9,18.6,0.37,1.9,5.7,0.33,5.0,12.9,0.38,3.0,4.4,0.67,0.9,3.0,3.9,6.2,3.2,0.3,3.8,5.2,18.6,,92.0,111.0
1994,17,176,MIL,Milwaukee Bucks,Jon Barry,"July 25, 1969",24.0,NBA,SG,72.0,7.0,1242.0,6.5,15.6,0.41,1.3,4.7,0.28,5.2,10.9,0.47,4.0,5.0,0.8,1.5,4.5,6.0,6.9,4.2,0.7,3.4,4.5,18.2,,103.0,106.0
1995,17,176,MIL,Milwaukee Bucks,Jon Barry,"July 25, 1969",25.0,NBA,SG,52.0,0.0,602.0,4.9,11.5,0.42,1.4,4.1,0.33,3.5,7.4,0.48,5.2,6.9,0.76,1.3,2.9,4.2,7.3,2.6,0.3,3.5,4.6,16.4,,111.0,112.0
1996,10,176,GSW,Golden State Warriors,Jon Barry,"July 25, 1969",26.0,NBA,SG,68.0,0.0,712.0,6.6,13.3,0.49,3.2,6.7,0.47,3.4,6.6,0.51,2.2,2.7,0.84,1.2,3.3,4.5,6.1,2.4,0.8,3.0,3.7,18.5,,120.0,111.0
1997,1,176,ATL,Atlanta Hawks,Jon Barry,"July 25, 1969",27.0,NBA,SG,58.0,8.0,965.0,5.7,14.1,0.41,2.8,7.1,0.39,3.0,7.0,0.43,2.1,2.6,0.8,1.5,4.2,5.7,6.6,3.2,0.2,3.4,3.2,16.3,,108.0,103.0
1998,14,176,LAL,Los Angeles Lakers,Jon Barry,"July 25, 1969",28.0,NBA,SG,49.0,1.0,374.0,5.2,14.3,0.36,2.5,8.4,0.3,2.7,5.9,0.46,3.7,4.0,0.93,1.1,4.0,5.1,7.0,3.3,0.4,3.0,4.5,16.6,,109.0,104.0
1999,26,176,SAC,Sacramento Kings,Jon Barry,"July 25, 1969",29.0,NBA,SG,43.0,0.0,736.0,4.0,9.4,0.43,1.6,5.4,0.3,2.4,4.0,0.59,4.8,5.7,0.84,1.7,4.8,6.5,7.6,3.6,0.3,3.2,4.1,14.5,,117.0,101.0
2000,26,176,SAC,Sacramento Kings,Jon Barry,"July 25, 1969",30.0,NBA,SG,62.0,1.0,1281.0,6.1,13.1,0.46,2.5,5.8,0.43,3.6,7.2,0.5,4.0,4.4,0.92,1.4,4.6,6.0,5.7,2.8,0.3,3.2,3.9,18.7,,116.0,102.0
2001,26,176,SAC,Sacramento Kings,Jon Barry,"July 25, 1969",31.0,NBA,SG,62.0,2.0,1010.0,5.2,12.8,0.4,2.3,6.6,0.35,2.9,6.2,0.46,3.2,3.7,0.88,0.8,3.9,4.7,6.5,1.4,0.3,2.7,3.3,15.9,,110.0,104.0
2002,9,176,DET,Detroit Pistons,Jon Barry,"July 25, 1969",32.0,NBA,SG,82.0,6.0,1985.0,6.8,14.0,0.49,3.3,6.9,0.47,3.6,7.1,0.51,2.9,3.1,0.93,1.1,5.2,6.3,7.4,2.5,0.5,3.0,3.6,19.9,,120.0,103.0
2003,9,176,DET,Detroit Pistons,Jon Barry,"July 25, 1969",33.0,NBA,SG,80.0,0.0,1473.0,7.2,15.9,0.45,3.3,8.0,0.41,3.9,7.9,0.5,3.2,3.8,0.86,1.2,5.5,6.8,7.7,2.4,0.5,3.0,3.9,20.8,,116.0,100.0
2004,8,176,DEN,Denver Nuggets,Jon Barry,"July 25, 1969",34.0,NBA,SG,57.0,9.0,1101.0,5.6,13.9,0.4,2.4,6.4,0.37,3.2,7.4,0.43,2.8,3.3,0.84,1.2,4.6,5.7,6.9,2.7,0.4,2.5,3.1,16.4,,111.0,104.0
2005,31,176,TOT,Total After Trade,Jon Barry,"July 25, 1969",35.0,NBA,SG,69.0,2.0,1505.0,5.8,13.2,0.44,2.5,5.9,0.43,3.2,7.3,0.44,2.2,2.5,0.87,0.9,4.8,5.7,6.0,2.1,0.3,2.4,3.4,16.3,,113.0,105.0
2005,1,176,ATL,Atlanta Hawks,Jon Barry,"July 25, 1969",35.0,NBA,SG,16.0,0.0,275.0,5.9,14.7,0.4,2.1,6.1,0.34,3.8,8.6,0.44,1.9,2.5,0.77,0.8,3.2,4.0,5.3,2.7,0.4,2.7,5.3,15.8,,102.0,111.0
2005,11,176,HOU,Houston Rockets,Jon Barry,"July 25, 1969",35.0,NBA,SG,53.0,2.0,1230.0,5.7,12.8,0.45,2.6,5.8,0.45,3.1,6.9,0.44,2.3,2.6,0.9,1.0,5.1,6.1,6.1,2.0,0.3,2.3,2.9,16.4,,116.0,103.0
2006,11,176,HOU,Houston Rockets,Jon Barry,"July 25, 1969",36.0,NBA,SG,20.0,0.0,342.0,4.0,10.4,0.38,1.9,5.1,0.38,2.1,5.3,0.39,3.8,4.6,0.83,0.2,4.8,4.9,4.1,2.1,0.2,3.5,4.0,13.7,,97.0,105.0
