SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1993,24,PHO,Dan Majerle,27,24,1071,13.5,0.54,0.44,0.22,3.2,11.6,7.6,12.3,1.6,1.7,8.6,15.6,1.5,0.7,2.1,0.1,1.6,0.6,2.2,1.1
1993,24,PHO,Charles Barkley,29,24,1026,24.9,0.55,0.09,0.45,10.9,25.4,18.4,17.5,2.0,1.5,8.0,27.3,3.3,1.3,4.6,0.22,6.2,0.7,6.9,2.3
1993,24,PHO,Kevin Johnson,26,23,914,16.2,0.56,0.01,0.52,1.3,6.4,3.9,31.3,2.0,0.9,18.6,22.0,1.2,0.4,1.6,0.08,1.6,-0.6,1.0,0.7
1993,24,PHO,Danny Ainge,33,24,591,10.3,0.52,0.47,0.23,4.1,7.6,5.9,13.8,1.1,0.2,10.5,15.8,0.7,0.1,0.8,0.07,-0.3,-1.1,-1.4,0.1
1993,24,PHO,Oliver Miller,22,24,513,17.0,0.6,0.02,0.46,7.7,19.8,14.0,15.2,2.1,7.3,22.4,16.3,0.4,0.8,1.2,0.11,-0.7,5.2,4.5,0.8
1993,24,PHO,Richard Dumas,23,23,499,16.5,0.56,0.01,0.24,8.6,6.5,7.5,8.3,2.2,1.7,10.7,22.6,0.7,0.3,1.0,0.1,1.2,0.1,1.2,0.4
1993,24,PHO,Mark West,32,24,469,10.7,0.57,0.0,0.58,9.2,15.0,12.2,3.3,0.4,4.5,14.6,11.1,0.5,0.4,0.8,0.09,-2.3,0.9,-1.4,0.1
1993,24,PHO,Tom Chambers,33,24,376,9.9,0.46,0.03,0.33,7.3,12.5,10.0,5.1,0.8,1.7,12.1,25.5,-0.3,0.2,-0.1,-0.01,-4.2,-2.4,-6.6,-0.4
1993,24,PHO,Cedric Ceballos,23,16,185,21.5,0.6,0.0,0.31,8.4,14.5,11.6,12.2,1.4,2.4,5.9,20.4,0.6,0.1,0.7,0.19,4.6,0.7,5.3,0.3
1993,24,PHO,Frank Johnson,34,22,172,12.5,0.56,0.06,0.58,2.1,5.2,3.7,14.8,1.8,0.0,10.0,18.1,0.3,0.1,0.4,0.11,-2.1,0.1,-1.9,0.0
1993,24,PHO,Negele Knight,25,9,34,18.4,0.56,0.0,0.0,3.5,6.6,5.1,38.9,0.0,1.9,15.8,25.0,0.0,0.0,0.1,0.07,4.2,-1.5,2.7,0.0
1993,24,PHO,Jerrod Mustaf,23,7,10,23.3,0.6,0.0,0.0,0.0,22.4,11.6,0.0,0.0,6.4,0.0,22.3,0.0,0.0,0.0,0.14,6.0,2.6,8.5,0.0
