Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1993,11,HOU,Houston Rockets,Hakeem Olajuwon,30,12,518,26.7,0.57,0.0,0.32,12.8,23.4,18.7,20.6,2.1,7.0,14.2,27.8,1.2,1.2,2.4,0.22,4.8,4.3,9.1,1.4
1993,11,HOU,Houston Rockets,Otis Thorpe,30,12,419,17.8,0.65,0.0,0.37,11.0,16.7,14.2,12.4,0.8,0.1,11.3,16.4,1.2,0.5,1.7,0.19,2.3,0.2,2.6,0.5
1993,11,HOU,Houston Rockets,Kenny Smith,27,12,391,14.8,0.62,0.36,0.28,0.7,5.9,3.5,20.9,1.2,0.2,15.3,19.8,0.7,0.3,1.0,0.12,2.0,-1.3,0.7,0.3
1993,11,HOU,Houston Rockets,Robert Horry,22,12,374,13.5,0.55,0.3,0.27,4.8,13.4,9.5,15.7,2.5,2.6,19.9,17.2,0.1,0.6,0.7,0.09,-0.1,2.7,2.5,0.4
1993,11,HOU,Houston Rockets,Vernon Maxwell,27,9,308,11.7,0.49,0.39,0.2,1.2,6.5,4.1,16.8,1.9,0.4,11.8,21.4,0.1,0.3,0.4,0.06,-0.7,-0.5,-1.1,0.1
1993,11,HOU,Houston Rockets,Winston Garland,28,12,246,10.1,0.47,0.01,0.23,3.1,11.5,7.7,19.4,3.4,0.0,21.3,19.2,-0.2,0.4,0.2,0.03,-4.3,1.4,-2.8,-0.1
1993,11,HOU,Houston Rockets,Scott Brooks,27,12,197,8.3,0.49,0.31,0.31,0.6,4.8,2.9,22.8,2.4,0.0,21.4,14.1,0.0,0.2,0.2,0.05,-3.5,0.0,-3.5,-0.1
1993,11,HOU,Houston Rockets,Carl Herrera,26,12,195,6.4,0.43,0.04,0.35,10.5,15.6,13.3,5.4,0.8,0.6,14.3,18.0,-0.2,0.2,0.0,0.01,-6.5,-2.1,-8.6,-0.3
1993,11,HOU,Houston Rockets,Matt Bullard,25,12,169,14.2,0.68,0.67,0.14,3.0,11.8,7.8,11.8,1.2,1.8,16.8,14.5,0.3,0.2,0.5,0.14,3.6,1.2,4.8,0.3
1993,11,HOU,Houston Rockets,Sleepy Floyd,32,7,60,4.6,0.43,0.16,0.53,2.1,5.2,3.8,19.8,1.8,0.0,27.8,24.6,-0.2,0.0,-0.2,-0.12,-5.5,-3.3,-8.8,-0.1
1993,11,HOU,Houston Rockets,Tree Rollins,37,6,16,3.2,0.0,0.33,0.0,8.0,19.6,14.4,0.0,6.6,0.0,0.0,8.6,-0.1,0.0,0.0,-0.03,-7.2,0.2,-7.0,0.0
1993,11,HOU,Houston Rockets,Terry Teagle,32,5,12,-12.5,0.34,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,33.8,33.8,-0.1,0.0,-0.1,-0.52,-18.2,-9.6,-27.8,-0.1
