Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1993,12,IND,Indiana Pacers,Reggie Miller,27,4,175,23.4,0.69,0.25,0.51,2.9,5.3,4.1,12.0,0.9,0.0,9.8,27.4,0.8,0.0,0.8,0.23,7.4,-1.4,6.0,0.3
1993,12,IND,Indiana Pacers,Detlef Schrempf,30,4,165,15.0,0.56,0.04,0.67,2.3,14.1,8.4,29.3,0.3,0.8,19.6,24.8,0.1,0.1,0.2,0.06,1.7,-0.9,0.8,0.1
1993,12,IND,Indiana Pacers,Rik Smits,26,4,143,23.1,0.61,0.02,0.34,11.4,15.5,13.5,9.9,1.9,1.9,9.8,27.0,0.4,0.1,0.6,0.19,4.0,0.0,4.0,0.2
1993,12,IND,Indiana Pacers,Dale Davis,23,4,117,10.1,0.62,0.0,0.33,4.3,27.9,16.5,5.0,1.8,2.3,17.9,6.8,0.1,0.2,0.2,0.1,-0.3,1.7,1.4,0.1
1993,12,IND,Indiana Pacers,Pooh Richardson,26,4,95,10.5,0.48,0.07,0.4,1.3,12.3,7.0,35.2,1.1,0.0,25.4,11.7,0.0,0.1,0.1,0.05,-0.1,-1.4,-1.6,0.0
1993,12,IND,Indiana Pacers,Vern Fleming,30,3,80,8.7,0.52,0.15,0.15,1.6,5.8,3.8,6.2,1.3,0.8,14.8,19.9,-0.1,0.0,0.0,-0.02,-1.1,-2.2,-3.3,0.0
1993,12,IND,Indiana Pacers,George McCloud,25,4,79,8.4,0.38,0.52,0.17,4.8,11.8,8.4,27.3,2.7,0.8,16.8,17.8,-0.1,0.1,0.0,-0.01,-2.3,0.9,-1.4,0.0
1993,12,IND,Indiana Pacers,LaSalle Thompson,31,4,73,8.0,0.42,0.0,0.4,12.0,11.2,11.6,6.0,2.2,1.8,18.5,14.0,0.0,0.1,0.0,0.02,-1.8,-0.7,-2.4,0.0
1993,12,IND,Indiana Pacers,Sam Mitchell,29,4,25,9.3,0.68,0.0,0.25,0.0,4.7,2.4,0.0,0.0,0.0,18.4,20.5,0.0,0.0,0.0,0.02,-3.0,-2.7,-5.7,0.0
1993,12,IND,Indiana Pacers,Malik Sealy,22,3,18,-4.6,0.17,0.2,0.4,13.9,0.0,6.7,0.0,0.0,0.0,14.5,18.0,-0.1,0.0,-0.1,-0.25,-6.4,-7.2,-13.6,-0.1
1993,12,IND,Indiana Pacers,Kenny Williams,23,2,11,10.0,0.53,0.0,2.0,0.0,0.0,0.0,27.5,0.0,12.1,34.7,12.4,0.0,0.0,0.0,-0.04,-0.8,7.6,6.7,0.0
1993,12,IND,Indiana Pacers,Greg Dreiling,30,2,4,32.4,1.5,1.0,0.0,0.0,29.1,15.1,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.25,15.3,3.6,18.9,0.0
