Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2015,17,2248,MIL,Milwaukee Bucks,Jabari Parker,"March 15, 1995",19.0,NBA,PF,25.0,738.0,14.5,0.53,0.06,0.25,7.8,13.5,10.7,9.5,2.1,0.6,13.9,20.7,0.4,1.0,1.3,0.09,-0.1,-0.4,-0.5,0.3
2016,17,2248,MIL,Milwaukee Bucks,Jabari Parker,"March 15, 1995",20.0,NBA,PF,76.0,2408.0,14.8,0.54,0.04,0.25,5.9,12.8,9.4,8.9,1.5,1.0,10.4,20.9,2.4,1.2,3.6,0.07,-0.4,-1.6,-2.0,0.0
2017,17,2248,MIL,Milwaukee Bucks,Jabari Parker,"March 15, 1995",21.0,NBA,PF,51.0,1728.0,19.1,0.56,0.22,0.27,5.4,15.7,10.6,14.3,1.5,1.1,9.3,26.5,2.6,1.5,4.0,0.11,2.1,-1.4,0.7,1.2
2018,17,2248,MIL,Milwaukee Bucks,Jabari Parker,"March 15, 1995",22.0,NBA,PF,31.0,743.0,17.1,0.55,0.24,0.16,6.6,17.1,11.9,13.1,1.7,1.2,11.2,24.4,0.6,0.6,1.2,0.08,0.9,-1.7,-0.8,0.2
2019,31,2248,TOT,Total After Trade,Jabari Parker,"March 15, 1995",23.0,NBA,PF,64.0,1724.0,15.5,0.56,0.26,0.25,4.9,21.8,13.3,14.1,1.3,1.5,15.4,24.6,0.1,1.3,1.4,0.04,-0.7,-0.9,-1.5,0.2
2019,5,2248,CHI,Chicago Bulls,Jabari Parker,"March 15, 1995",23.0,NBA,PF,39.0,1042.0,14.6,0.54,0.25,0.23,4.2,21.1,12.6,13.2,1.1,1.2,14.1,25.0,-0.2,0.7,0.5,0.02,-1.1,-1.1,-2.1,0.0
2019,30,2248,WAS,Washington Wizards,Jabari Parker,"March 15, 1995",23.0,NBA,PF,25.0,682.0,17.0,0.59,0.28,0.27,5.9,23.0,14.3,15.4,1.6,2.0,17.4,24.0,0.3,0.6,0.9,0.06,0.0,-0.6,-0.6,0.2
2020,31,2248,TOT,Total After Trade,Jabari Parker,"March 15, 1995",24.0,NBA,PF,38.0,917.0,18.0,0.57,0.28,0.19,7.1,18.3,12.6,12.4,2.3,1.5,12.1,24.0,0.8,0.8,1.6,0.08,0.6,-0.3,0.3,0.5
2020,1,2248,ATL,Atlanta Hawks,Jabari Parker,"March 15, 1995",24.0,NBA,PF,32.0,837.0,17.2,0.56,0.29,0.18,6.9,17.9,12.3,11.6,2.3,1.5,12.4,24.0,0.5,0.7,1.2,0.07,0.3,-0.3,0.0,0.4
2020,26,2248,SAC,Sacramento Kings,Jabari Parker,"March 15, 1995",24.0,NBA,PF,6.0,80.0,26.5,0.64,0.11,0.25,9.6,23.1,16.2,21.5,1.8,1.2,9.1,23.8,0.3,0.1,0.4,0.23,3.5,-0.9,2.6,0.1
2021,26,2248,SAC,Sacramento Kings,Jabari Parker,"March 15, 1995",25.0,NBA,PF,1.0,9.0,8.0,0.5,0.5,0.0,11.9,24.9,18.3,0.0,0.0,9.3,33.3,14.2,0.0,0.0,0.0,-0.06,-6.8,-1.4,-8.2,0.0
