Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,11,2198,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",22.0,NBA,C,5.0,5.0,187.0,8.1,16.9,0.48,0.0,0.0,,8.1,16.9,0.48,4.2,8.9,0.48,6.4,6.2,12.5,1.3,1.3,2.5,2.1,4.2,20.4
1986,11,2198,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",23.0,NBA,C,20.0,20.0,766.0,9.6,18.2,0.53,0.0,0.0,0.0,9.6,18.1,0.53,6.0,9.4,0.64,4.7,6.3,11.1,1.8,1.9,3.2,2.0,4.1,25.2
1987,11,2198,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",24.0,NBA,C,10.0,10.0,389.0,10.2,16.6,0.62,0.0,0.1,0.0,10.2,16.5,0.62,6.7,9.0,0.74,3.6,6.8,10.5,2.3,1.2,4.0,3.3,4.1,27.0
1988,11,2198,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",25.0,NBA,C,4.0,4.0,162.0,12.4,21.8,0.57,0.0,0.2,0.0,12.4,21.6,0.58,8.4,9.6,0.88,4.4,10.4,14.9,1.6,2.0,2.4,2.0,3.1,33.3
1989,11,2198,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",26.0,NBA,C,4.0,4.0,162.0,9.3,18.0,0.52,0.0,0.0,,9.3,18.0,0.52,3.8,5.6,0.68,3.1,8.4,11.6,2.7,2.2,2.4,2.2,3.8,22.4
1990,11,2198,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",27.0,NBA,C,4.0,4.0,161.0,6.9,15.7,0.44,0.0,0.0,,6.9,15.7,0.44,2.7,3.8,0.71,3.4,6.9,10.3,1.8,2.2,5.1,2.5,4.2,16.5
1991,11,2198,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",28.0,NBA,C,3.0,3.0,129.0,7.3,12.6,0.58,0.0,0.3,0.0,7.3,12.3,0.59,3.9,4.7,0.82,3.3,8.9,12.3,1.7,1.1,2.2,2.2,3.1,18.4
1993,11,2198,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",30.0,NBA,C,12.0,12.0,518.0,8.5,16.5,0.52,0.0,0.1,0.0,8.5,16.5,0.52,4.3,5.2,0.83,3.6,8.1,11.7,4.0,1.5,4.1,3.1,2.6,21.4
1994,11,2198,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",31.0,NBA,C,23.0,23.0,989.0,9.7,18.7,0.52,0.1,0.1,0.5,9.6,18.6,0.52,4.7,5.9,0.8,2.0,7.2,9.2,3.6,1.5,3.3,3.0,3.0,24.2
1995,11,2198,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",32.0,NBA,C,22.0,22.0,929.0,11.9,22.3,0.53,0.1,0.2,0.5,11.8,22.2,0.53,4.3,6.3,0.68,1.7,7.1,8.8,3.8,1.0,2.4,2.7,3.7,28.1
1996,11,2198,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",33.0,NBA,C,8.0,8.0,329.0,8.2,16.1,0.51,0.0,0.1,0.0,8.2,16.0,0.51,3.2,4.4,0.72,1.9,6.1,8.0,3.4,1.6,1.9,3.2,3.1,19.6
1997,11,2198,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",34.0,NBA,C,16.0,16.0,629.0,8.4,14.3,0.59,0.0,0.2,0.0,8.4,14.1,0.6,4.3,6.0,0.73,2.6,7.3,10.0,3.1,1.9,2.3,2.6,3.5,21.2
1998,11,2198,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",35.0,NBA,C,5.0,5.0,190.0,7.4,18.8,0.39,0.0,0.2,0.0,7.4,18.6,0.4,4.5,6.3,0.73,1.7,8.5,10.2,2.3,0.9,3.0,2.5,3.4,19.3
1999,11,2198,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",36.0,NBA,C,4.0,4.0,123.0,6.7,15.8,0.43,0.0,0.0,,6.7,15.8,0.43,2.0,2.3,0.88,1.5,7.0,8.5,0.6,1.5,0.9,1.5,5.3,15.5
2002,28,2198,TOR,Toronto Raptors,Hakeem Olajuwon,"January 21, 1963",39.0,NBA,C,5.0,0.0,86.0,5.0,9.2,0.55,0.0,0.0,,5.0,9.2,0.55,1.7,2.5,0.67,3.8,4.2,8.0,0.8,2.9,1.7,2.5,3.8,11.7
