Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2005,23.0,PHI,NBA,SF,5.0,147.0,3.1,0.433,0.857,0.071,2.4,9.2,5.6,8.3,1.5,0.6,21.7,12.1,,-0.2,0.1,-0.1,-0.048,,-5.0,-1.3,-6.3,-0.2
2008,26.0,UTA,NBA,SG,12.0,259.0,11.4,0.56,0.521,0.342,2.2,9.7,5.8,4.2,0.8,2.6,8.7,16.1,,0.4,0.1,0.5,0.092,,0.2,-0.1,0.1,0.1
2009,27.0,UTA,NBA,SF,5.0,136.0,12.8,0.54,0.565,0.152,1.6,7.9,4.7,16.0,1.1,0.6,3.9,16.6,,0.2,0.0,0.2,0.07,,2.9,-0.4,2.5,0.2
2010,28.0,UTA,NBA,SG,10.0,210.0,12.1,0.639,0.377,0.148,0.0,6.2,3.1,9.7,1.2,0.0,9.7,15.3,,0.4,-0.1,0.3,0.066,,0.3,-0.7,-0.3,0.1
2011,29.0,CHI,NBA,SG,16.0,276.0,8.9,0.519,0.531,0.071,0.4,7.9,4.1,10.9,1.6,0.8,13.7,19.6,,0.1,0.3,0.4,0.072,,-1.9,0.5,-1.5,0.0
2012,30.0,CHI,NBA,SG,6.0,94.0,9.1,0.503,0.591,0.091,1.2,10.2,5.8,15.6,1.7,2.4,17.9,13.8,,0.0,0.2,0.1,0.074,,-1.8,1.7,-0.2,0.0
2013,31.0,ATL,NBA,SF,6.0,177.0,10.1,0.562,0.694,0.245,0.0,12.7,6.2,3.9,0.6,1.9,10.0,16.2,,0.1,0.1,0.2,0.065,,-0.1,-0.5,-0.6,0.1
2014,32.0,ATL,NBA,SG,7.0,250.0,12.1,0.659,0.818,0.182,0.9,17.0,8.4,3.9,0.8,0.7,13.4,15.3,,0.3,0.4,0.6,0.122,,1.5,-0.1,1.4,0.2
2015,33.0,ATL,NBA,SG,14.0,526.0,11.3,0.557,0.827,0.12,0.2,14.1,7.1,9.5,2.0,2.3,13.0,13.9,,0.2,0.7,0.8,0.077,,-0.2,0.9,0.8,0.4
2016,34.0,ATL,NBA,SG,10.0,316.0,12.3,0.652,0.72,0.12,1.1,14.6,8.2,4.9,1.6,1.1,9.2,12.3,,0.5,0.4,0.8,0.122,,-0.6,1.4,0.9,0.2
2017,35.0,CLE,NBA,SG,18.0,326.0,10.2,0.622,0.863,0.125,0.8,9.5,5.4,5.3,1.1,1.3,7.7,12.5,,0.4,0.2,0.6,0.094,,0.6,-1.0,-0.4,0.1
2018,36.0,CLE,NBA,SG,22.0,505.0,11.4,0.604,0.773,0.156,1.4,11.1,6.1,5.8,0.9,1.6,8.5,15.1,,0.7,0.3,1.0,0.092,,1.1,-0.9,0.2,0.3
2019,37.0,UTA,NBA,SG,4.0,30.0,4.4,0.536,0.75,0.375,3.4,14.5,8.8,0.0,0.0,0.0,9.7,14.6,,0.0,0.0,0.0,0.024,,-5.1,-1.0,-6.1,0.0
2020,38.0,MIL,NBA,SF,10.0,119.0,12.2,0.619,0.787,0.149,0.9,6.4,3.6,1.3,1.2,0.9,9.1,19.9,,0.1,0.1,0.2,0.082,,0.5,-0.5,0.0,0.1
