Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,27,2134,SAS,San Antonio Spurs,Ira Newble,"January 20, 1975",26.0,NBA,SF,27.0,6.0,184.0,4.1,10.8,0.38,0.8,1.8,0.44,3.3,9.0,0.37,1.6,3.1,0.5,2.5,4.3,6.8,1.2,0.4,0.8,1.4,3.5,10.6
2002,1,2134,ATL,Atlanta Hawks,Ira Newble,"January 20, 1975",27.0,NBA,SF,42.0,35.0,1273.0,3.7,7.4,0.5,0.0,0.2,0.14,3.7,7.2,0.51,2.1,2.5,0.85,2.3,4.0,6.3,1.3,1.1,0.6,1.4,3.3,9.6
2003,1,2134,ATL,Atlanta Hawks,Ira Newble,"January 20, 1975",28.0,NBA,SF,73.0,45.0,1931.0,4.3,8.7,0.5,0.6,1.6,0.38,3.7,7.1,0.52,1.3,1.7,0.78,1.6,3.4,5.1,1.8,0.9,0.5,1.3,3.2,10.5
2004,6,2134,CLE,Cleveland Cavaliers,Ira Newble,"January 20, 1975",29.0,NBA,SF,64.0,25.0,1245.0,3.1,8.0,0.39,0.1,0.5,0.1,3.1,7.4,0.41,1.0,1.3,0.78,1.9,2.6,4.5,2.1,0.7,0.5,1.6,3.2,7.3
2005,6,2134,CLE,Cleveland Cavaliers,Ira Newble,"January 20, 1975",30.0,NBA,SG,74.0,69.0,1832.0,3.6,8.3,0.43,0.4,1.0,0.36,3.2,7.3,0.44,1.1,1.4,0.8,1.5,2.8,4.3,1.8,1.0,0.4,1.2,2.8,8.6
2006,6,2134,CLE,Cleveland Cavaliers,Ira Newble,"January 20, 1975",31.0,NBA,SG,36.0,3.0,353.0,1.7,5.8,0.3,0.3,1.3,0.23,1.4,4.5,0.32,1.1,1.6,0.69,2.1,3.6,5.7,0.9,0.5,1.0,1.2,4.8,4.9
2007,6,2134,CLE,Cleveland Cavaliers,Ira Newble,"January 20, 1975",32.0,NBA,SF,15.0,1.0,129.0,4.5,10.3,0.43,2.2,4.2,0.53,2.2,6.1,0.36,1.7,2.8,0.6,3.6,4.7,8.4,0.6,1.7,0.0,0.8,4.7,12.8
2008,31,2134,TOT,Total After Trade,Ira Newble,"January 20, 1975",33.0,NBA,"SF,SG",49.0,13.0,698.0,3.9,9.0,0.44,0.8,2.5,0.33,3.1,6.4,0.48,1.0,1.3,0.77,2.4,4.0,6.4,0.9,1.4,0.4,1.8,3.6,9.7
2008,6,2134,CLE,Cleveland Cavaliers,Ira Newble,"January 20, 1975",33.0,NBA,SG,41.0,13.0,650.0,3.9,8.8,0.45,0.8,2.5,0.33,3.1,6.3,0.5,1.1,1.4,0.77,2.3,4.0,6.3,0.8,1.5,0.4,1.7,3.5,9.8
2008,21,2134,SEA,Seattle Supersonics,Ira Newble,"January 20, 1975",33.0,NBA,SF,2.0,0.0,17.0,4.2,14.8,0.29,0.0,4.2,0.0,4.2,10.6,0.4,0.0,0.0,,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,8.5
2008,14,2134,LAL,Los Angeles Lakers,Ira Newble,"January 20, 1975",33.0,NBA,SF,6.0,0.0,31.0,3.5,10.5,0.33,1.2,2.3,0.5,2.3,8.1,0.29,0.0,0.0,,7.0,5.8,12.8,3.5,1.2,1.2,3.5,5.8,8.1
