Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998,29,1346,UTA,Utah Jazz,21.0,NBA,PG,8.0,0.0,23.0,6.0,14.0,0.43,0.0,3.0,0.0,6.0,11.0,0.55,0.43,0.0,0.0,,1.0,1.0,2.0,4.0,2.0,0.0,1.0,1.0,12.0
1999,13,1346,LAC,Los Angeles Clippers,22.0,NBA,PG,25.0,6.0,524.0,60.0,150.0,0.4,15.0,47.0,0.32,45.0,103.0,0.44,0.45,34.0,38.0,0.9,15.0,40.0,55.0,92.0,11.0,2.0,38.0,28.0,169.0
2001,22,1346,ORL,Orlando Magic,24.0,NBA,PG,75.0,7.0,1008.0,125.0,372.0,0.34,22.0,109.0,0.2,103.0,263.0,0.39,0.37,85.0,104.0,0.82,38.0,67.0,105.0,162.0,37.0,3.0,92.0,82.0,357.0
2002,22,1346,ORL,Orlando Magic,25.0,NBA,PG,81.0,4.0,1854.0,354.0,815.0,0.43,66.0,187.0,0.35,288.0,628.0,0.46,0.48,176.0,201.0,0.88,30.0,115.0,145.0,255.0,57.0,6.0,163.0,119.0,950.0
2003,18,1346,MIN,Minnesota Timberwolves,26.0,NBA,PG,79.0,74.0,2600.0,409.0,956.0,0.43,97.0,266.0,0.36,312.0,690.0,0.45,0.48,208.0,231.0,0.9,42.0,141.0,183.0,452.0,60.0,7.0,182.0,160.0,1123.0
2004,18,1346,MIN,Minnesota Timberwolves,27.0,NBA,PG,29.0,1.0,503.0,80.0,207.0,0.39,31.0,77.0,0.4,49.0,130.0,0.38,0.46,27.0,33.0,0.82,4.0,31.0,35.0,70.0,7.0,0.0,34.0,32.0,218.0
2005,18,1346,MIN,Minnesota Timberwolves,28.0,NBA,PG,79.0,32.0,1729.0,266.0,664.0,0.4,89.0,258.0,0.34,177.0,406.0,0.44,0.47,70.0,90.0,0.78,19.0,86.0,105.0,283.0,27.0,6.0,113.0,121.0,691.0
2006,18,1346,MIN,Minnesota Timberwolves,29.0,NBA,PG,36.0,0.0,800.0,127.0,333.0,0.38,40.0,101.0,0.4,87.0,232.0,0.38,0.44,48.0,52.0,0.92,8.0,36.0,44.0,106.0,12.0,4.0,40.0,55.0,342.0
2007,18,1346,MIN,Minnesota Timberwolves,30.0,NBA,PG,34.0,6.0,554.0,74.0,195.0,0.38,28.0,80.0,0.35,46.0,115.0,0.4,0.45,26.0,32.0,0.81,8.0,40.0,48.0,73.0,14.0,2.0,40.0,23.0,202.0
2008,10,1346,GSW,Golden State Warriors,31.0,NBA,PG,9.0,0.0,93.0,9.0,31.0,0.29,4.0,12.0,0.33,5.0,19.0,0.26,0.36,6.0,6.0,1.0,0.0,7.0,7.0,9.0,3.0,0.0,7.0,4.0,28.0
