Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992,13,LAC,Los Angeles Clippers,Ron Harper,28.0,82,82.0,3144,569,1292,0.44,64,211,0.3,505,1081,0.47,0.46,293,398,0.74,120,327,447,417,152,72,252,199,1495,1191
1992,13,LAC,Los Angeles Clippers,Danny Manning,25.0,82,82.0,2904,650,1199,0.54,0,5,0.0,650,1194,0.54,0.54,279,385,0.72,229,335,564,285,135,122,210,293,1579,1828
1992,13,LAC,Los Angeles Clippers,Gary Grant,26.0,78,53.0,2049,275,595,0.46,15,51,0.29,260,544,0.48,0.48,44,54,0.82,34,150,184,538,138,14,187,181,609,1080
1992,13,LAC,Los Angeles Clippers,Ken Norman,27.0,77,24.0,2009,402,821,0.49,4,28,0.14,398,793,0.5,0.49,121,226,0.54,158,290,448,125,53,66,100,145,929,2154
1992,13,LAC,Los Angeles Clippers,Olden Polynice,27.0,76,65.0,1834,244,470,0.52,0,1,0.0,244,469,0.52,0.52,125,201,0.62,195,341,536,46,45,20,83,165,613,2328
1992,13,LAC,Los Angeles Clippers,Loy Vaught,23.0,79,38.0,1687,271,551,0.49,4,5,0.8,267,546,0.49,0.5,55,69,0.8,160,352,512,71,37,31,66,165,601,2965
1992,13,LAC,Los Angeles Clippers,Doc Rivers,30.0,59,25.0,1657,226,533,0.42,26,92,0.28,200,441,0.45,0.45,163,196,0.83,23,124,147,233,111,19,92,166,641,2455
1992,13,LAC,Los Angeles Clippers,James Edwards,36.0,72,11.0,1437,250,538,0.46,0,1,0.0,250,537,0.47,0.46,198,271,0.73,55,147,202,53,24,33,72,236,698,832
1992,13,LAC,Los Angeles Clippers,Charles Smith,26.0,49,25.0,1310,251,539,0.47,0,6,0.0,251,533,0.47,0.47,212,270,0.78,95,206,301,56,41,98,69,159,714,2668
1992,13,LAC,Los Angeles Clippers,Danny Young,29.0,44,5.0,889,84,215,0.39,20,60,0.33,64,155,0.41,0.44,47,53,0.89,16,50,66,152,40,4,42,47,235,3254
1992,13,LAC,Los Angeles Clippers,Bo Kimble,25.0,34,0.0,277,44,111,0.4,4,13,0.31,40,98,0.41,0.41,20,31,0.64,13,19,32,17,10,6,15,37,112,1611
1992,13,LAC,Los Angeles Clippers,Tony Brown,31.0,22,0.0,254,39,89,0.44,7,22,0.32,32,67,0.48,0.48,18,29,0.62,9,19,28,16,12,1,14,31,103,401
1992,13,LAC,Los Angeles Clippers,David Rivers,27.0,15,0.0,122,10,30,0.33,0,1,0.0,10,29,0.34,0.33,10,11,0.91,10,9,19,21,7,1,17,14,30,2454
1992,13,LAC,Los Angeles Clippers,LeRon Ellis,22.0,29,0.0,103,17,50,0.34,0,0,,17,50,0.34,0.34,9,19,0.47,12,12,24,1,6,9,11,11,43,852
1992,13,LAC,Los Angeles Clippers,Elliot Perry,22.0,10,0.0,66,6,15,0.4,0,2,0.0,6,13,0.46,0.4,1,2,0.5,2,5,7,14,9,1,13,10,13,2287
1992,13,LAC,Los Angeles Clippers,Lanard Copeland,26.0,10,0.0,48,7,23,0.3,0,2,0.0,7,21,0.33,0.3,2,2,1.0,1,6,7,5,2,0,4,5,16,608
1992,13,LAC,Los Angeles Clippers,Tharon Mayes,23.0,3,0.0,40,2,5,0.4,1,2,0.5,1,3,0.33,0.5,4,6,0.67,0,1,1,3,2,1,3,9,9,1883
