Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1982,23,PHI,Philadelphia 76Ers,Julius Erving,31,21,780,22.5,0.58,0.02,0.51,8.5,13.8,11.2,19.4,2.3,2.7,14.5,24.9,1.9,1.1,3.0,0.18,6.6,1.4,8.0,2.0,869
1982,23,PHI,Philadelphia 76Ers,Maurice Cheeks,25,21,765,16.6,0.51,0.03,0.24,2.3,6.7,4.6,31.9,3.1,0.4,14.3,18.8,1.1,0.8,1.9,0.12,2.8,0.7,3.6,1.1,522
1982,23,PHI,Philadelphia 76Ers,Andrew Toney,24,21,707,17.4,0.56,0.04,0.28,3.3,4.8,4.1,23.8,1.2,0.2,14.0,28.3,1.2,0.4,1.6,0.11,3.2,-1.9,1.3,0.6,2893
1982,23,PHI,Philadelphia 76Ers,Caldwell Jones,31,21,679,11.7,0.51,0.0,0.26,8.9,21.9,15.6,3.7,0.8,3.4,14.0,12.8,0.4,1.0,1.4,0.1,-0.2,0.2,0.0,0.3,1528
1982,23,PHI,Philadelphia 76Ers,Bobby Jones,30,21,589,16.5,0.61,0.0,0.47,7.3,11.4,9.4,12.5,1.2,2.1,13.6,17.2,1.4,0.6,2.0,0.16,3.2,0.5,3.7,0.9,1527
1982,23,PHI,Philadelphia 76Ers,Darryl Dawkins,25,21,460,14.3,0.58,0.0,0.28,5.8,17.7,12.0,3.7,0.7,4.4,16.0,21.7,0.3,0.6,0.9,0.09,-1.6,0.4,-1.2,0.1,704
1982,23,PHI,Philadelphia 76Ers,Clint Richardson,25,21,415,9.9,0.47,0.0,0.29,8.1,10.5,9.3,12.8,1.5,0.7,15.2,13.9,0.1,0.4,0.5,0.06,-0.4,0.0,-0.4,0.2,2438
1982,23,PHI,Philadelphia 76Ers,Mike Bantom,30,21,399,7.4,0.42,0.0,0.46,11.4,10.3,10.8,7.7,1.8,1.3,18.0,14.0,-0.3,0.4,0.1,0.02,-2.3,-0.4,-2.6,-0.1,160
1982,23,PHI,Philadelphia 76Ers,Lionel Hollins,28,8,114,7.2,0.33,0.02,0.12,1.0,7.6,4.4,29.8,3.9,0.5,20.1,23.7,-0.4,0.1,-0.2,-0.1,-3.9,0.1,-3.7,-0.1,1312
1982,23,PHI,Philadelphia 76Ers,Earl Cureton,24,12,75,8.5,0.36,0.02,0.22,18.6,20.3,19.5,3.8,0.7,0.8,10.0,27.9,-0.2,0.1,-0.1,-0.05,-4.7,-5.4,-10.1,-0.2,650
1982,23,PHI,Philadelphia 76Ers,Steve Mix,34,7,50,19.3,0.6,0.04,0.32,9.3,15.2,12.4,19.1,0.0,0.0,13.8,24.4,0.1,0.0,0.2,0.16,5.2,-1.6,3.7,0.1,2017
1982,23,PHI,Philadelphia 76Ers,Franklin Edwards,22,9,32,41.1,0.69,0.05,0.45,7.3,10.2,8.8,31.6,4.6,0.0,7.7,34.0,0.2,0.0,0.3,0.44,17.0,4.9,21.9,0.2,831
