Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2004,14,3027,LAL,Los Angeles Lakers,Luke Walton,1980-03-28,23.0,NBA,PF,72.0,730.0,12.7,0.5,0.26,0.29,6.0,13.8,9.8,23.0,2.0,0.8,20.3,13.3,0.7,0.9,1.6,0.1,-0.4,1.3,0.9,0.5
2005,14,3027,LAL,Los Angeles Lakers,Luke Walton,1980-03-28,24.0,NBA,SF,61.0,768.0,11.4,0.49,0.34,0.27,8.1,12.7,10.4,19.1,1.8,1.0,22.4,15.3,0.2,0.3,0.5,0.03,-0.9,-0.6,-1.6,0.1
2006,14,3027,LAL,Los Angeles Lakers,Luke Walton,1980-03-28,25.0,NBA,SF,69.0,1333.0,11.6,0.48,0.17,0.23,7.8,14.0,10.9,17.9,1.6,0.9,17.7,15.0,0.6,1.3,2.0,0.07,-1.1,0.0,-1.1,0.3
2007,14,3027,LAL,Los Angeles Lakers,Luke Walton,1980-03-28,26.0,NBA,SF,60.0,1982.0,14.7,0.55,0.22,0.26,5.2,12.6,8.9,20.2,1.6,0.8,16.0,16.8,2.6,1.2,3.8,0.09,0.9,-0.5,0.4,1.2
2008,14,3027,LAL,Los Angeles Lakers,Luke Walton,1980-03-28,27.0,NBA,SF,74.0,1729.0,12.3,0.51,0.18,0.23,5.7,12.7,9.3,18.1,1.7,0.8,16.0,16.0,1.2,2.0,3.2,0.09,-0.8,0.5,-0.3,0.7
2009,14,3027,LAL,Los Angeles Lakers,Luke Walton,1980-03-28,28.0,NBA,SF,65.0,1166.0,11.3,0.49,0.19,0.19,5.4,12.0,8.7,21.1,1.4,0.7,17.2,15.1,0.7,1.3,2.0,0.08,-1.3,0.3,-1.0,0.3
2010,14,3027,LAL,Los Angeles Lakers,Luke Walton,1980-03-28,29.0,NBA,SF,29.0,272.0,9.7,0.4,0.2,0.05,5.0,10.6,7.8,21.5,1.9,0.3,12.3,16.1,-0.1,0.4,0.3,0.05,-2.8,0.5,-2.3,0.0
2011,14,3027,LAL,Los Angeles Lakers,Luke Walton,1980-03-28,30.0,NBA,SF,54.0,484.0,5.1,0.38,0.29,0.09,2.2,13.1,7.8,18.0,1.0,0.6,20.5,14.3,-0.7,0.5,-0.2,-0.02,-4.8,-0.2,-5.0,-0.4
2012,31,3027,TOT,Total After Trade,Luke Walton,1980-03-28,31.0,NBA,"PF,SF",30.0,364.0,3.4,0.42,0.31,0.0,4.0,11.4,7.6,14.8,0.7,0.2,29.3,11.4,-0.4,0.1,-0.4,-0.05,-5.7,-1.4,-7.1,-0.5
2012,14,3027,LAL,Los Angeles Lakers,Luke Walton,1980-03-28,31.0,NBA,SF,9.0,65.0,8.9,0.43,0.29,0.0,10.8,13.1,12.0,11.6,1.6,0.0,12.5,11.3,0.0,0.1,0.1,0.07,-2.7,1.3,-1.5,0.0
2012,6,3027,CLE,Cleveland Cavaliers,Luke Walton,1980-03-28,31.0,NBA,PF,21.0,299.0,2.2,0.42,0.31,0.0,2.6,11.1,6.7,15.5,0.5,0.3,32.9,11.4,-0.5,0.0,-0.5,-0.08,-6.3,-2.0,-8.4,-0.5
2013,6,3027,CLE,Cleveland Cavaliers,Luke Walton,1980-03-28,32.0,NBA,PF,50.0,857.0,11.3,0.45,0.37,0.11,4.9,15.2,9.8,28.7,2.5,1.2,24.0,13.0,0.1,0.7,0.8,0.04,-1.9,0.9,-1.0,0.2
