Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1994,25.0,CHI,NBA,PF,67.0,690.0,12.3,0.478,0.0,0.431,12.9,20.0,16.5,11.4,1.4,3.3,20.1,16.6,,0.0,1.2,1.2,0.085,,-3.2,1.0,-2.3,0.0
1995,26.0,CHI,NBA,PF,68.0,889.0,11.7,0.497,0.01,0.319,14.2,17.6,15.9,9.8,1.5,2.8,19.8,14.9,,0.3,1.5,1.7,0.094,,-3.0,0.6,-2.4,-0.1
1996,27.0,LAL,NBA,PF,57.0,715.0,10.9,0.491,0.012,0.263,11.5,16.1,13.8,8.3,1.8,3.4,20.1,14.6,,-0.1,1.0,0.9,0.063,,-3.5,0.9,-2.7,-0.1
1997,28.0,LAL,NBA,PF,58.0,1009.0,11.9,0.559,0.017,0.464,12.9,18.3,15.6,5.2,1.1,2.0,18.8,11.8,,1.1,1.4,2.5,0.117,,-2.2,0.1,-2.1,0.0
1998,29.0,LAL,NBA,PF,70.0,1029.0,11.9,0.572,0.021,0.417,12.9,19.7,16.4,5.2,1.4,1.7,18.7,11.7,,1.2,1.4,2.6,0.12,,-1.8,-0.2,-2.0,0.0
1999,30.0,TOT,NBA,PF,34.0,530.0,9.5,0.404,0.01,0.54,13.6,21.7,17.7,3.8,2.0,2.4,14.5,13.0,,-0.1,0.7,0.7,0.059,,-3.7,-0.4,-4.1,-0.3
1999,30.0,LAL,NBA,PF,14.0,162.0,8.0,0.418,0.03,0.364,17.7,15.5,16.6,1.8,0.3,1.8,13.6,12.3,,0.1,0.1,0.2,0.05,,-3.9,-3.0,-7.0,-0.2
1999,30.0,CLE,NBA,PF,20.0,368.0,10.1,0.398,0.0,0.627,11.9,24.4,18.2,4.6,2.7,2.6,14.9,13.3,,-0.2,0.7,0.5,0.064,,-3.6,0.7,-2.9,-0.1
2001,32.0,TOT,NBA,PF,68.0,1305.0,11.8,0.473,0.027,0.282,13.9,19.4,16.5,7.1,1.6,1.2,18.1,13.2,,0.5,1.2,1.8,0.065,,-2.6,-0.9,-3.5,-0.5
2001,32.0,PHO,NBA,PF,30.0,387.0,5.8,0.504,0.0,0.319,10.1,14.9,12.4,3.0,1.7,0.9,25.1,8.3,,0.0,0.6,0.6,0.077,,-5.7,1.4,-4.3,-0.2
2001,32.0,GSW,NBA,PF,38.0,918.0,14.3,0.468,0.032,0.275,15.6,21.3,18.2,8.9,1.6,1.3,16.6,15.3,,0.5,0.6,1.1,0.06,,-1.4,-1.8,-3.2,-0.3
2002,33.0,PHI,NBA,PF,72.0,1426.0,10.2,0.478,0.004,0.179,12.0,17.2,14.6,4.9,1.9,1.4,16.1,10.4,,0.7,2.4,3.1,0.104,,-2.7,0.9,-1.9,0.1
2003,34.0,CHI,NBA,C,50.0,836.0,9.6,0.502,0.0,0.261,9.1,17.9,13.5,8.9,2.0,1.7,22.3,10.2,,0.2,0.9,1.1,0.064,,-2.9,0.8,-2.2,0.0
2004,35.0,TOT,NBA,"C,PF",62.0,1050.0,11.9,0.462,0.012,0.107,10.1,19.1,14.5,9.0,2.5,1.7,14.0,13.3,,0.3,1.6,1.9,0.085,,-2.5,1.0,-1.4,0.1
2004,35.0,CHI,NBA,PF,46.0,756.0,13.9,0.478,0.015,0.117,10.7,19.3,14.9,10.3,2.6,1.9,13.9,14.9,,0.3,1.1,1.4,0.091,,-1.5,1.0,-0.5,0.3
2004,35.0,TOR,NBA,C,16.0,294.0,6.9,0.393,0.0,0.064,8.6,18.5,13.5,5.6,2.1,1.2,14.2,9.3,,-0.1,0.5,0.4,0.069,,-5.0,1.3,-3.8,-0.1
