Season,Team ID,Team ABV,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches,Top WS
1984,12,IND,Indiana Pacers,26,56,0.32,6th of 6,-4.25,102.1,0.7,101.8,-5.8,106.5,-1.1,,J. McKinney (26-56),C. Kellogg (7.0)
