Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2012,4,3002,CHA,Charlotte Bobcats,Kemba Walker,"May 8, 1990",21.0,NBA,PG,66.0,25.0,1792.0,281.0,767.0,0.37,69.0,226.0,0.3,212.0,541.0,0.39,0.41,168.0,213.0,0.79,30.0,204.0,234.0,289.0,60.0,20.0,119.0,79.0,799.0,,1.0
2013,4,3002,CHA,Charlotte Bobcats,Kemba Walker,"May 8, 1990",22.0,NBA,PG,82.0,82.0,2859.0,526.0,1244.0,0.42,107.0,332.0,0.32,419.0,912.0,0.46,0.47,296.0,371.0,0.8,60.0,223.0,283.0,471.0,160.0,31.0,200.0,153.0,1455.0,,0.0
2014,4,3002,CHA,Charlotte Bobcats,Kemba Walker,"May 8, 1990",23.0,NBA,PG,73.0,73.0,2614.0,449.0,1143.0,0.39,109.0,327.0,0.33,340.0,816.0,0.42,0.44,282.0,337.0,0.84,39.0,267.0,306.0,447.0,86.0,32.0,169.0,128.0,1289.0,,1.0
2015,4,3002,CHO,Charlotte Hornets,Kemba Walker,"May 8, 1990",24.0,NBA,PG,62.0,58.0,2119.0,378.0,981.0,0.38,85.0,280.0,0.3,293.0,701.0,0.42,0.43,234.0,283.0,0.83,35.0,185.0,220.0,318.0,89.0,31.0,100.0,92.0,1075.0,,0.0
2016,4,3002,CHO,Charlotte Hornets,Kemba Walker,"May 8, 1990",25.0,NBA,PG,81.0,81.0,2885.0,568.0,1331.0,0.43,182.0,490.0,0.37,386.0,841.0,0.46,0.5,371.0,438.0,0.85,56.0,301.0,357.0,421.0,126.0,39.0,171.0,111.0,1689.0,,0.0
2017,4,3002,CHO,Charlotte Hornets,Kemba Walker,"May 8, 1990",26.0,NBA,PG,79.0,79.0,2739.0,643.0,1449.0,0.44,240.0,602.0,0.4,403.0,847.0,0.48,0.53,304.0,359.0,0.85,45.0,263.0,308.0,434.0,85.0,22.0,168.0,119.0,1830.0,,0.0
2018,4,3002,CHO,Charlotte Hornets,Kemba Walker,"May 8, 1990",27.0,NBA,PG,80.0,80.0,2736.0,588.0,1363.0,0.43,231.0,601.0,0.38,357.0,762.0,0.47,0.52,363.0,420.0,0.86,32.0,216.0,248.0,444.0,91.0,24.0,179.0,98.0,1770.0,,0.0
2019,4,3002,CHO,Charlotte Hornets,Kemba Walker,"May 8, 1990",28.0,NBA,PG,82.0,82.0,2863.0,731.0,1684.0,0.43,260.0,731.0,0.36,471.0,953.0,0.49,0.51,380.0,450.0,0.84,52.0,309.0,361.0,484.0,102.0,34.0,211.0,131.0,2102.0,,0.0
2020,2,3002,BOS,Boston Celtics,Kemba Walker,"May 8, 1990",29.0,NBA,PG,56.0,56.0,1742.0,378.0,889.0,0.42,180.0,473.0,0.38,198.0,416.0,0.48,0.53,209.0,242.0,0.86,36.0,181.0,217.0,268.0,48.0,28.0,117.0,91.0,1145.0,,0.0
2021,2,3002,BOS,Boston Celtics,Kemba Walker,"May 8, 1990",30.0,NBA,PG,8.0,8.0,212.0,46.0,120.0,0.38,17.0,57.0,0.3,29.0,63.0,0.46,0.45,20.0,23.0,0.87,3.0,24.0,27.0,34.0,11.0,2.0,13.0,9.0,129.0,,0.0
