Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999,26,2333,SAC,Sacramento Kings,Scot Pollard,1975-02-12,23.0,NBA,C,5.0,0.0,74.0,2.9,4.4,0.67,0.0,0.0,,2.9,4.4,0.67,1.5,2.4,0.6,2.4,2.9,5.4,0.5,1.9,2.9,1.0,6.3,7.3
2000,26,2333,SAC,Sacramento Kings,Scot Pollard,1975-02-12,24.0,NBA,C,5.0,0.0,70.0,4.6,8.2,0.56,0.0,0.0,,4.6,8.2,0.56,1.0,3.1,0.33,3.1,5.1,8.2,0.5,1.0,0.5,1.5,9.3,10.3
2001,26,2333,SAC,Sacramento Kings,Scot Pollard,1975-02-12,25.0,NBA,C,8.0,0.0,141.0,4.9,7.7,0.63,0.0,0.0,,4.9,7.7,0.63,2.6,4.3,0.59,5.9,8.2,14.0,0.5,0.3,1.8,1.5,7.7,12.3
2002,26,2333,SAC,Sacramento Kings,Scot Pollard,1975-02-12,26.0,NBA,C,15.0,0.0,193.0,3.9,7.5,0.52,0.0,0.0,,3.9,7.5,0.52,1.5,2.2,0.67,5.4,4.5,9.9,0.6,1.3,0.9,0.6,6.7,9.3
2003,26,2333,SAC,Sacramento Kings,Scot Pollard,1975-02-12,27.0,NBA,C,8.0,0.0,91.0,2.8,9.5,0.29,0.0,0.0,,2.8,9.5,0.29,4.0,5.1,0.77,6.7,5.1,11.9,0.8,0.4,2.8,2.8,5.9,9.5
2004,12,2333,IND,Indiana Pacers,Scot Pollard,1975-02-12,28.0,NBA,C,3.0,0.0,13.0,0.0,5.5,0.0,0.0,0.0,,0.0,5.5,0.0,5.5,11.1,0.5,2.8,8.3,11.1,0.0,2.8,0.0,0.0,5.5,5.5
2005,12,2333,IND,Indiana Pacers,Scot Pollard,1975-02-12,29.0,NBA,C,9.0,0.0,67.0,3.2,8.1,0.4,0.0,0.0,,3.2,8.1,0.4,0.5,1.1,0.5,2.1,3.8,5.9,0.5,0.5,0.0,2.1,4.8,7.0
2006,12,2333,IND,Indiana Pacers,Scot Pollard,1975-02-12,30.0,NBA,C,4.0,0.0,15.0,0.0,2.4,0.0,0.0,0.0,,0.0,2.4,0.0,0.0,0.0,,2.4,9.6,12.0,0.0,2.4,0.0,2.4,12.0,0.0
2007,6,2333,CLE,Cleveland Cavaliers,Scot Pollard,1975-02-12,31.0,NBA,C,3.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
