Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1989,9,3162,DET,Detroit Pistons,Micheal Williams,"July 23, 1966",22.0,NBA,PG,4.0,6.0,41.2,1.14,,,19.5,19.6,19.6,42.2,9.0,0.0,0.0,6.7,0.1,0.0,0.1,0.65,13.0,16.8,29.7,0.0
1991,12,3162,IND,Indiana Pacers,Micheal Williams,"July 23, 1966",24.0,NBA,PG,5.0,183.0,21.7,0.6,0.02,0.74,4.6,6.2,5.4,32.5,3.6,0.0,12.2,22.3,0.6,0.1,0.7,0.19,4.0,1.4,5.4,0.3
1992,12,3162,IND,Indiana Pacers,Micheal Williams,"July 23, 1966",25.0,NBA,PG,3.0,106.0,17.3,0.5,0.21,0.35,1.1,7.6,4.4,39.4,4.3,0.0,12.4,24.3,0.1,0.1,0.1,0.05,1.2,0.9,2.2,0.1
1998,18,3162,MIN,Minnesota Timberwolves,Micheal Williams,"July 23, 1966",31.0,NBA,PG,4.0,58.0,15.9,0.53,0.13,0.6,3.8,15.6,9.3,32.2,2.9,1.5,13.7,17.7,0.1,0.0,0.2,0.14,-2.0,3.6,1.6,0.1
