PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Moses Malone,24,7,,39.3,10.6,19.7,0.536,0.0,0.1,0.0,10.6,19.6,0.54,0.536,4.7,6.1,0.767,6.0,7.9,13.9,1.0,0.6,2.3,3.1,2.6,25.9
Robert Reid,24,7,,38.0,7.4,14.6,0.51,0.0,0.1,0.0,7.4,14.4,0.515,0.51,3.1,3.7,0.846,2.0,5.9,7.9,3.7,0.9,1.0,2.7,4.0,18.0
Calvin Murphy,31,7,,37.9,8.3,15.4,0.537,0.3,0.6,0.5,8.0,14.9,0.5379999999999999,0.546,1.9,1.9,1.0,0.6,0.9,1.4,3.7,1.6,0.0,2.3,4.1,18.7
Tom Henderson,28,7,,29.0,3.1,6.6,0.478,0.0,0.1,0.0,3.1,6.4,0.489,0.478,1.7,2.1,0.8,0.7,1.6,2.3,6.0,1.0,0.6,1.6,2.7,8.0
Rudy Tomjanovich,31,7,,26.4,3.4,9.1,0.375,0.1,1.0,0.14300000000000002,3.3,8.1,0.40399999999999997,0.38299999999999995,1.3,1.9,0.6920000000000001,1.7,4.0,5.7,1.4,0.3,0.0,2.0,3.0,8.3
Allen Leavell,22,7,,21.3,1.4,5.4,0.263,0.0,0.6,0.0,1.4,4.9,0.294,0.263,2.7,3.0,0.905,0.3,1.4,1.7,3.4,0.9,0.0,0.9,1.7,5.6
Billy Paultz,31,7,,18.3,1.9,5.7,0.325,0.0,0.0,,1.9,5.7,0.325,0.325,0.6,1.0,0.5710000000000001,1.7,3.0,4.7,1.1,0.1,0.4,1.6,1.9,4.3
Rick Barry,35,6,,13.2,2.0,5.5,0.364,0.5,2.0,0.25,1.5,3.5,0.429,0.409,1.0,1.0,1.0,0.0,1.0,1.0,2.5,0.2,0.2,1.7,1.8,5.5
Major Jones,26,6,,11.7,1.8,3.0,0.611,0.0,0.0,,1.8,3.0,0.611,0.611,1.0,1.5,0.667,1.3,2.3,3.7,0.7,0.0,0.3,0.7,1.3,4.7
Mike Dunleavy,25,6,,7.5,1.0,2.0,0.5,0.0,0.3,0.0,1.0,1.7,0.6,0.5,0.8,1.0,0.833,0.3,0.5,0.8,2.2,0.8,0.0,1.0,1.8,2.8
Alonzo Bradley,26,4,,3.8,1.5,2.3,0.667,0.3,0.3,1.0,1.3,2.0,0.625,0.722,0.8,1.3,0.6,0.3,0.5,0.8,0.3,0.3,0.0,0.0,0.5,4.0
