PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Larry Bird,23,9,,41.3,9.2,19.7,0.469,0.4,1.7,0.267,8.8,18.0,0.488,0.48,2.4,2.8,0.88,2.4,8.8,11.2,4.7,1.6,0.9,3.7,3.3,21.3
Tiny Archibald,31,9,,36.9,5.0,9.9,0.506,0.1,0.2,0.5,4.9,9.7,0.506,0.511,4.1,4.7,0.8809999999999999,0.3,0.9,1.2,7.9,1.1,0.0,4.2,3.1,14.2
Cedric Maxwell,24,9,,35.6,6.6,10.3,0.634,0.0,0.0,,6.6,10.3,0.634,0.634,5.1,6.8,0.754,3.4,6.6,10.0,2.1,0.6,1.1,2.4,2.8,18.2
Dave Cowens,31,9,,33.4,5.4,11.4,0.47600000000000003,0.0,0.2,0.0,5.4,11.2,0.485,0.47600000000000003,1.1,1.2,0.909,2.0,5.3,7.3,2.3,1.0,0.8,0.9,4.1,12.0
Chris Ford,31,9,,31.0,3.8,8.8,0.43,0.2,1.4,0.154,3.6,7.3,0.485,0.44299999999999995,1.3,1.7,0.8,1.0,1.8,2.8,2.3,1.6,0.7,1.4,3.9,9.1
M.L. Carr,29,9,,19.1,3.6,8.9,0.4,0.2,0.6,0.4,3.3,8.3,0.4,0.413,1.8,2.7,0.667,1.6,2.1,3.7,1.2,0.7,0.1,0.8,2.2,9.1
Rick Robey,24,9,,16.8,2.7,5.9,0.45299999999999996,0.0,0.1,0.0,2.7,5.8,0.462,0.45299999999999996,0.8,1.6,0.5,1.4,2.1,3.6,1.1,0.8,0.3,0.9,3.0,6.1
Pete Maravich,32,9,,11.6,2.8,5.7,0.49,0.2,0.7,0.33299999999999996,2.6,5.0,0.511,0.51,0.2,0.3,0.667,0.0,0.9,0.9,0.7,0.3,0.0,1.0,1.3,6.0
Gerald Henderson,24,9,,11.2,1.7,4.1,0.405,0.0,0.2,0.0,1.7,3.9,0.429,0.405,1.3,2.2,0.6,0.4,0.7,1.1,1.3,0.4,0.0,0.8,0.9,4.7
Eric Fernsten,26,5,,3.6,0.4,1.2,0.33299999999999996,0.0,0.0,,0.4,1.2,0.33299999999999996,0.33299999999999996,0.4,0.6,0.667,0.6,0.4,1.0,0.0,0.0,0.6,0.4,0.2,1.2
Jeff Judkins,23,7,,1.4,0.6,1.1,0.5,0.1,0.4,0.33299999999999996,0.4,0.7,0.6,0.563,0.0,0.0,,0.4,0.1,0.6,0.0,0.1,0.0,0.0,0.0,1.3
