PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Paul Westphal,29,8,,31.6,8.6,17.8,0.486,0.1,1.5,0.083,8.5,16.3,0.523,0.489,3.5,4.0,0.875,0.3,1.0,1.3,3.9,1.4,0.4,1.6,2.5,20.9
Alvan Adams,25,8,,31.4,7.0,12.4,0.5660000000000001,0.0,0.0,,7.0,12.4,0.5660000000000001,0.5660000000000001,2.1,2.4,0.895,2.3,7.4,9.6,5.8,0.9,1.3,3.0,3.0,16.1
Walter Davis,25,8,,30.6,8.6,17.1,0.504,0.0,0.4,0.0,8.6,16.8,0.515,0.504,3.5,4.8,0.737,1.1,1.8,2.9,4.4,0.5,0.1,2.5,2.5,20.8
Don Buse,29,8,,29.5,3.5,8.0,0.43799999999999994,0.6,1.6,0.385,2.9,6.4,0.451,0.47700000000000004,0.9,1.4,0.636,1.0,1.6,2.6,5.5,0.8,0.0,1.6,1.9,8.5
Gar Heard,31,8,,27.9,2.8,7.0,0.39299999999999996,0.0,0.0,,2.8,7.0,0.39299999999999996,0.39299999999999996,1.4,1.9,0.733,2.4,4.0,6.4,1.5,1.1,1.4,1.0,2.9,6.9
Truck Robinson,28,3,,21.3,2.0,5.3,0.375,0.0,0.0,,2.0,5.3,0.375,0.375,1.7,2.3,0.7140000000000001,1.7,5.0,6.7,1.3,1.0,0.7,2.7,2.0,5.7
Mike Bratz,24,8,,21.1,5.4,10.5,0.512,1.1,2.9,0.391,4.3,7.6,0.557,0.565,1.1,1.3,0.9,0.8,1.8,2.5,2.0,1.1,0.0,1.6,2.5,13.0
Rich Kelley,26,8,,18.3,2.4,5.5,0.43200000000000005,0.0,0.1,0.0,2.4,5.4,0.442,0.43200000000000005,1.1,1.3,0.9,1.8,2.8,4.5,2.8,1.1,0.9,1.3,2.1,5.9
Alvin Scott,24,8,,17.5,2.1,4.1,0.515,0.0,0.3,0.0,2.1,3.9,0.5479999999999999,0.515,0.5,1.0,0.5,1.0,1.8,2.8,1.3,0.5,0.6,0.9,1.0,4.8
Johnny High,22,8,,15.0,1.5,3.9,0.387,0.0,0.3,0.0,1.5,3.6,0.414,0.387,1.0,2.0,0.5,1.3,1.9,3.1,2.5,0.8,0.3,0.9,2.5,4.0
Jeff Cook,23,7,,14.0,2.3,3.4,0.667,0.0,0.0,,2.3,3.4,0.667,0.667,3.1,3.7,0.846,0.7,2.3,3.0,1.0,0.6,0.3,0.7,1.4,7.7
