PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Nick Van Exel,25,9,9,353,4.6,12.1,0.37799999999999995,1.2,4.5,0.273,3.4,7.6,0.44,2.9,3.5,0.8240000000000001,0.6,2.5,3.2,5.9,1.0,0.0,1.8,1.9,13.3
Shaquille O'Neal,24,9,9,326,9.8,19.1,0.514,0.0,0.0,,9.8,19.1,0.514,7.1,11.6,0.61,4.2,6.3,10.5,3.2,0.6,1.9,2.4,4.1,26.7
Eddie Jones,25,9,9,283,4.2,9.2,0.45799999999999996,1.1,3.1,0.375,3.1,6.1,0.5,3.3,4.5,0.743,1.0,2.9,3.9,3.7,1.1,0.5,1.7,3.1,12.8
Robert Horry,26,9,9,279,2.2,4.9,0.447,1.5,3.6,0.429,0.6,1.3,0.5,1.8,2.3,0.778,1.5,4.6,6.2,1.7,1.3,0.9,1.4,3.5,7.7
Elden Campbell,28,9,9,278,4.8,12.0,0.39799999999999996,0.1,0.1,1.0,4.7,11.9,0.391,4.0,4.9,0.816,1.8,3.2,5.1,1.2,0.9,1.7,1.8,3.9,13.7
Jerome Kersey,34,9,0,210,2.9,6.0,0.486,0.0,0.2,0.0,2.9,5.8,0.5,2.6,3.3,0.789,2.4,5.8,8.2,2.4,1.5,1.0,0.5,5.8,8.4
Byron Scott,35,8,0,134,4.0,8.9,0.455,1.1,3.0,0.364,3.0,5.9,0.5,4.6,5.1,0.895,0.0,3.2,3.2,3.0,0.3,0.0,2.1,4.0,13.7
Kobe Bryant,18,9,0,133,5.7,14.9,0.382,1.6,6.2,0.261,4.1,8.7,0.469,7.0,8.1,0.867,0.3,2.7,3.0,3.0,0.8,0.5,3.8,6.2,20.0
Travis Knight,22,9,0,93,3.1,3.9,0.8,0.0,0.0,,3.1,3.9,0.8,1.2,1.5,0.75,1.2,5.8,7.0,1.2,1.2,1.2,0.8,6.2,7.4
Sean Rooks,27,8,0,54,2.7,6.0,0.444,0.0,0.0,,2.7,6.0,0.444,4.0,5.3,0.75,3.3,4.7,8.0,0.7,2.0,2.0,2.0,6.7,9.3
Derek Fisher,22,6,0,34,3.2,11.6,0.273,0.0,5.3,0.0,3.2,6.4,0.5,2.1,3.2,0.667,0.0,3.2,3.2,6.4,1.1,0.0,6.4,4.2,8.5
Corie Blount,28,3,0,8,4.5,4.5,1.0,0.0,0.0,,4.5,4.5,1.0,4.5,9.0,0.5,0.0,9.0,9.0,4.5,0.0,0.0,0.0,9.0,13.5
