Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2012,23,2985,PHI,Philadelphia 76Ers,21.0,NBA,C,51.0,15.0,812.0,8.6,19.2,0.45,0.2,0.5,0.38,8.4,18.7,0.45,1.2,2.2,0.53,5.8,10.4,16.2,2.0,1.3,2.2,2.2,7.3,18.7,,99.0,97.0
2013,22,2985,ORL,Orlando Magic,22.0,NBA,C,77.0,77.0,2559.0,9.4,18.1,0.52,0.0,0.1,0.0,9.4,18.0,0.52,1.8,2.6,0.68,5.6,13.1,18.7,2.9,1.2,1.6,2.9,4.4,20.5,,106.0,105.0
2014,22,2985,ORL,Orlando Magic,23.0,NBA,C,57.0,57.0,1812.0,10.0,19.7,0.51,0.0,0.0,,10.0,19.7,0.51,3.0,3.9,0.77,5.2,12.5,17.7,2.9,1.7,1.3,3.2,4.8,22.9,,106.0,103.0
2015,22,2985,ORL,Orlando Magic,24.0,NBA,C,74.0,74.0,2529.0,12.8,24.4,0.52,0.0,0.1,0.33,12.7,24.3,0.52,3.3,4.4,0.75,4.8,11.6,16.4,3.0,1.1,1.1,3.0,4.4,28.9,,109.0,106.0
2016,22,2985,ORL,Orlando Magic,25.0,NBA,C,65.0,60.0,2037.0,13.1,25.7,0.51,0.0,0.2,0.22,13.0,25.5,0.51,2.8,3.7,0.75,4.3,9.9,14.1,4.4,1.3,1.7,3.0,4.2,29.0,,106.0,105.0
2017,22,2985,ORL,Orlando Magic,26.0,NBA,C,75.0,55.0,2163.0,11.1,23.6,0.47,0.5,1.7,0.31,10.5,21.9,0.48,2.5,3.7,0.67,4.0,13.8,17.9,4.8,1.7,1.7,2.7,4.1,25.1,,103.0,105.0
2018,22,2985,ORL,Orlando Magic,27.0,NBA,C,57.0,57.0,1683.0,11.6,24.4,0.48,1.9,5.9,0.31,9.7,18.5,0.53,2.2,2.7,0.82,2.9,12.3,15.2,5.6,1.6,1.8,3.2,4.2,27.3,,105.0,106.0
2019,22,2985,ORL,Orlando Magic,28.0,NBA,C,80.0,80.0,2510.0,13.7,26.4,0.52,1.6,4.5,0.36,12.0,21.9,0.55,3.5,4.4,0.79,4.4,14.3,18.7,6.0,1.6,1.7,3.1,3.1,32.5,,115.0,103.0
2020,22,2985,ORL,Orlando Magic,29.0,NBA,C,62.0,62.0,1998.0,12.0,25.2,0.48,2.4,7.0,0.34,9.6,18.1,0.53,3.2,4.1,0.78,3.4,13.0,16.4,5.4,1.3,1.1,2.1,3.3,29.6,,114.0,107.0
2021,22,2985,ORL,Orlando Magic,30.0,NBA,C,17.0,17.0,563.0,13.8,28.3,0.49,4.0,9.3,0.43,9.8,19.0,0.52,2.5,3.1,0.81,3.4,12.7,16.1,5.1,1.8,0.8,2.1,2.6,34.1,,118.0,107.0
