Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2010,22.0,CLE,NBA,SG,20.0,0.0,115.0,6.9,17.8,0.385,2.7,10.1,0.273,4.1,7.8,0.529,1.8,2.7,0.667,3.7,4.1,7.8,2.3,2.7,1.4,2.3,4.1,18.3,,100.0,103.0
2011,23.0,SAS,NBA,SG,8.0,0.0,92.0,9.6,19.8,0.486,4.0,10.7,0.368,5.7,9.0,0.625,0.0,0.0,,1.7,6.8,8.5,1.1,1.1,0.6,2.8,4.0,23.2,,104.0,107.0
2012,24.0,SAS,NBA,SG,66.0,38.0,1522.0,7.2,16.2,0.442,3.5,7.9,0.436,3.7,8.2,0.449,2.7,3.4,0.79,1.8,5.9,7.7,2.9,2.0,1.6,2.3,3.6,20.5,,112.0,103.0
2013,25.0,SAS,NBA,SG,80.0,80.0,2201.0,6.9,15.4,0.448,4.1,9.6,0.429,2.8,5.8,0.48,1.6,1.8,0.848,0.8,4.8,5.6,3.3,2.1,1.3,2.2,2.9,19.4,,110.0,102.0
2014,26.0,SAS,NBA,SG,68.0,59.0,1651.0,6.7,15.5,0.432,4.0,9.7,0.415,2.6,5.7,0.46,1.5,1.9,0.794,0.8,6.2,7.0,3.2,2.0,1.9,2.3,3.3,18.9,,107.0,101.0
2015,27.0,SAS,NBA,SG,81.0,80.0,2312.0,7.1,16.3,0.436,4.2,10.1,0.418,2.9,6.2,0.466,2.5,2.8,0.874,1.2,6.4,7.6,3.5,2.2,1.9,2.1,3.6,20.9,,114.0,100.0
2016,28.0,SAS,NBA,SG,79.0,79.0,2062.0,5.2,13.9,0.376,2.9,8.7,0.332,2.4,5.3,0.448,0.8,1.1,0.739,1.2,6.3,7.5,3.5,2.0,1.6,1.9,3.5,14.2,,99.0,99.0
2017,29.0,SAS,NBA,SG,68.0,68.0,1807.0,5.0,12.7,0.392,3.3,8.8,0.379,1.6,3.9,0.42,0.8,0.9,0.844,0.9,5.4,6.3,3.5,2.0,1.6,2.1,3.4,14.0,,103.0,104.0
2018,30.0,SAS,NBA,SG,70.0,60.0,1791.0,6.1,15.8,0.387,3.3,9.0,0.363,2.8,6.8,0.419,1.4,1.8,0.769,1.2,5.9,7.0,3.1,1.8,2.3,2.1,3.4,16.9,,100.0,104.0
2019,31.0,TOR,NBA,SG,80.0,80.0,2216.0,6.3,13.6,0.465,4.3,9.4,0.455,2.1,4.2,0.487,0.8,1.0,0.841,1.3,5.6,6.9,2.7,1.6,1.1,1.6,3.7,17.8,,119.0,108.0
2020,32.0,LAL,NBA,SG,68.0,68.0,1687.0,5.6,13.4,0.416,3.4,9.2,0.367,2.2,4.1,0.524,0.9,1.4,0.688,1.4,4.9,6.3,2.6,2.4,0.9,1.8,3.8,15.4,,108.0,107.0
2021,33.0,PHI,NBA,SF,12.0,12.0,336.0,5.4,15.0,0.361,4.0,11.3,0.358,1.4,3.8,0.37,1.0,1.4,0.7,2.2,3.6,5.8,4.6,2.2,1.1,3.1,3.5,15.8,,100.0,108.0
