Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2012,26,963,SAC,Sacramento Kings,Jimmer Fredette,"February 25, 1989",22.0,NBA,PG,61.0,7.0,1135.0,7.7,19.9,0.39,3.5,9.6,0.36,4.2,10.3,0.41,1.8,2.1,0.83,0.8,2.5,3.3,4.8,1.3,0.1,3.0,3.3,20.6,,100.0,114.0
2013,26,963,SAC,Sacramento Kings,Jimmer Fredette,"February 25, 1989",23.0,NBA,SG,69.0,0.0,967.0,9.1,21.7,0.42,3.4,8.3,0.42,5.7,13.4,0.42,4.5,5.2,0.86,1.0,2.8,3.8,4.9,1.6,0.2,3.6,3.4,26.2,,106.0,115.0
2014,31,963,TOT,Total After Trade,Jimmer Fredette,"February 25, 1989",24.0,NBA,SG,49.0,0.0,519.0,10.5,22.4,0.47,3.9,8.3,0.48,6.6,14.1,0.47,1.9,2.1,0.9,0.8,4.3,5.1,6.3,1.4,0.3,4.7,3.4,26.9,,105.0,110.0
2014,26,963,SAC,Sacramento Kings,Jimmer Fredette,"February 25, 1989",24.0,NBA,SG,41.0,0.0,463.0,10.3,21.8,0.48,4.0,8.0,0.49,6.4,13.7,0.46,1.9,2.1,0.9,0.8,4.2,4.9,6.7,1.5,0.3,4.8,3.1,26.5,,106.0,111.0
2014,5,963,CHI,Chicago Bulls,Jimmer Fredette,"February 25, 1989",24.0,NBA,SG,8.0,0.0,56.0,12.4,27.6,0.45,3.8,10.5,0.36,8.6,17.1,0.5,1.9,1.9,1.0,1.0,5.7,6.7,2.9,0.0,0.0,3.8,6.7,30.4,,97.0,106.0
2015,19,963,NOP,New Orleans Pelicans,Jimmer Fredette,"February 25, 1989",25.0,NBA,PG,50.0,0.0,509.0,6.5,17.1,0.38,0.9,5.0,0.19,5.6,12.2,0.46,4.4,4.6,0.96,0.8,3.3,4.1,6.0,1.5,0.2,3.4,4.4,18.4,,97.0,111.0
2016,31,963,TOT,Total After Trade,Jimmer Fredette,"February 25, 1989",26.0,NBA,SG,6.0,0.0,18.0,5.6,13.9,0.4,2.8,5.6,0.5,2.8,8.3,0.33,11.1,13.9,0.8,0.0,0.0,0.0,2.8,2.8,0.0,5.6,5.6,25.0,,94.0,111.0
2016,19,963,NOP,New Orleans Pelicans,Jimmer Fredette,"February 25, 1989",26.0,NBA,SG,4.0,0.0,13.0,3.8,15.3,0.25,0.0,3.8,0.0,3.8,11.4,0.33,0.0,0.0,,0.0,0.0,0.0,3.8,3.8,0.0,3.8,3.8,7.6,,51.0,109.0
2016,20,963,NYK,New York Knicks,Jimmer Fredette,"February 25, 1989",26.0,NBA,SG,2.0,0.0,5.0,10.3,10.3,1.0,10.3,10.3,1.0,0.0,0.0,,41.1,51.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10.3,10.3,72.0,,151.0,116.0
2019,24,963,PHO,Phoenix Suns,Jimmer Fredette,"February 25, 1989",29.0,NBA,SG,6.0,0.0,65.0,5.9,21.3,0.28,0.0,9.5,0.0,5.9,11.8,0.5,4.4,4.4,1.0,0.7,4.4,5.1,5.9,2.2,0.0,3.7,3.7,16.2,,75.0,117.0
