Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
2011,14,LAL,Los Angeles Lakers,Pau Gasol,30,82,82,37.0,7.2,13.7,0.53,0.0,0.0,0.33,7.2,13.6,0.53,0.53,4.3,5.2,0.82,3.3,6.9,10.2,3.3,0.6,1.6,1.7,2.5,18.8
2011,14,LAL,Los Angeles Lakers,Kobe Bryant,32,82,82,33.9,9.0,20.0,0.45,1.4,4.3,0.32,7.6,15.6,0.49,0.49,5.9,7.1,0.83,1.0,4.1,5.1,4.7,1.2,0.1,3.0,2.1,25.3
2011,14,LAL,Los Angeles Lakers,Lamar Odom,31,82,35,32.2,5.8,10.9,0.53,0.8,2.2,0.38,4.9,8.7,0.57,0.57,2.0,3.0,0.68,2.1,6.5,8.7,3.0,0.6,0.7,1.7,2.4,14.4
2011,14,LAL,Los Angeles Lakers,Metta World Peace,31,82,82,29.4,3.2,8.0,0.4,1.0,2.8,0.36,2.2,5.2,0.42,0.46,1.1,1.7,0.68,1.2,2.0,3.3,2.1,1.5,0.4,1.1,2.2,8.5
2011,14,LAL,Los Angeles Lakers,Derek Fisher,36,82,82,28.0,2.5,6.5,0.39,0.8,1.9,0.4,1.7,4.5,0.39,0.45,1.0,1.3,0.81,0.2,1.7,1.9,2.7,1.2,0.1,0.9,2.3,6.8
2011,14,LAL,Los Angeles Lakers,Andrew Bynum,23,54,47,27.8,4.4,7.6,0.57,0.0,0.0,,4.4,7.6,0.57,0.57,2.6,3.9,0.66,3.1,6.3,9.4,1.4,0.4,2.0,1.4,2.6,11.3
2011,14,LAL,Los Angeles Lakers,Steve Blake,30,79,0,20.0,1.4,3.9,0.36,0.9,2.4,0.38,0.5,1.4,0.33,0.48,0.3,0.4,0.87,0.2,1.7,2.0,2.2,0.5,0.0,0.9,1.3,4.0
2011,14,LAL,Los Angeles Lakers,Matt Barnes,30,53,0,19.2,2.5,5.3,0.47,0.6,2.0,0.32,1.8,3.2,0.56,0.53,1.1,1.5,0.78,1.4,2.9,4.3,1.3,0.7,0.4,1.1,2.4,6.7
2011,14,LAL,Los Angeles Lakers,Shannon Brown,25,82,0,19.1,3.3,7.8,0.42,0.9,2.6,0.35,2.4,5.3,0.46,0.48,1.1,1.2,0.91,0.4,1.5,1.9,1.2,0.8,0.2,0.9,1.5,8.7
2011,14,LAL,Los Angeles Lakers,Trey Johnson,26,1,0,13.0,2.0,3.0,0.67,0.0,0.0,,2.0,3.0,0.67,0.67,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
2011,14,LAL,Los Angeles Lakers,Luke Walton,30,54,0,9.0,0.7,2.1,0.33,0.1,0.6,0.24,0.6,1.5,0.37,0.36,0.1,0.2,0.7,0.2,1.1,1.2,1.1,0.2,0.1,0.6,0.7,1.7
2011,14,LAL,Los Angeles Lakers,Theo Ratliff,37,10,0,7.1,0.1,0.6,0.17,0.0,0.0,,0.1,0.6,0.17,0.17,0.0,0.2,0.0,0.6,0.7,1.3,0.3,0.2,0.5,0.3,0.7,0.2
2011,14,LAL,Los Angeles Lakers,Devin Ebanks,21,20,0,5.9,1.1,2.6,0.41,0.1,0.3,0.4,1.0,2.3,0.41,0.43,0.9,1.2,0.78,0.8,0.6,1.4,0.1,0.2,0.3,0.3,0.4,3.1
2011,14,LAL,Los Angeles Lakers,Derrick Caracter,22,41,0,5.2,0.8,1.6,0.48,0.0,0.0,,0.8,1.6,0.48,0.48,0.4,0.6,0.74,0.5,0.6,1.0,0.2,0.1,0.2,0.5,1.1,2.0
2011,14,LAL,Los Angeles Lakers,Sasha Vujacic,26,11,0,4.9,0.7,2.1,0.35,0.3,0.6,0.43,0.5,1.5,0.31,0.41,0.1,0.2,0.5,0.1,0.3,0.4,0.5,0.1,0.0,0.5,0.6,1.8
2011,14,LAL,Los Angeles Lakers,Joe Smith,35,12,0,3.7,0.2,1.0,0.17,0.0,0.0,,0.2,1.0,0.17,0.17,0.2,0.2,1.0,0.2,1.3,1.5,0.3,0.0,0.3,0.3,0.8,0.5
