Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,22.0,ATL,NBA,PG,5.0,,26.0,3.2,6.4,0.5,0.0,0.6,0.0,3.2,5.8,0.552,0.5,7.2,8.2,0.878,1.4,0.6,2.0,3.2,2.4,0.8,1.8,3.2,13.6
1986,24.0,ATL,NBA,PG,9.0,9.0,29.1,4.4,10.2,0.435,0.3,0.7,0.5,4.1,9.6,0.43,0.451,3.4,4.7,0.738,1.1,3.6,4.7,8.7,2.0,0.0,2.9,4.2,12.7
1987,25.0,ATL,NBA,PG,8.0,8.0,30.6,2.3,5.9,0.383,0.0,0.0,,2.3,5.9,0.383,0.383,3.3,6.5,0.5,0.8,2.6,3.4,11.3,1.1,0.4,3.1,4.0,7.8
1988,26.0,ATL,NBA,PG,12.0,12.0,34.1,5.9,11.6,0.511,0.6,1.8,0.318,5.3,9.8,0.547,0.536,3.3,3.6,0.907,0.7,4.3,4.9,9.6,2.1,0.2,2.1,3.3,15.7
1989,27.0,ATL,NBA,PG,5.0,5.0,38.2,4.4,11.4,0.386,1.2,3.8,0.316,3.2,7.6,0.421,0.439,3.4,4.8,0.708,0.8,4.0,4.8,6.8,1.4,0.4,2.4,4.4,13.4
1991,29.0,ATL,NBA,PG,5.0,5.0,34.6,6.0,12.8,0.469,0.2,2.2,0.091,5.8,10.6,0.547,0.477,3.4,3.8,0.895,1.2,2.8,4.0,3.0,1.0,0.4,0.8,2.8,15.6
1992,30.0,LAC,NBA,PG,5.0,4.0,37.4,5.0,11.2,0.446,0.8,1.6,0.5,4.2,9.6,0.438,0.482,4.4,5.4,0.815,0.8,3.0,3.8,4.2,1.2,0.0,0.6,3.2,15.2
1993,31.0,NYK,NBA,PG,15.0,15.0,30.5,3.2,7.1,0.453,0.7,2.1,0.355,2.5,5.0,0.493,0.505,3.1,4.0,0.767,0.4,2.2,2.6,5.7,1.9,0.1,2.0,2.9,10.2
1995,33.0,SAS,NBA,PG,15.0,0.0,21.2,2.5,6.3,0.389,1.1,3.1,0.37,1.3,3.3,0.408,0.479,1.7,2.1,0.839,0.2,1.7,1.9,1.6,0.9,0.6,1.2,2.7,7.8
1996,34.0,SAS,NBA,PG,2.0,0.0,10.0,0.5,1.5,0.333,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.5,1.5
