PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Gerald Wallace,27,4,4,164,7.2,15.1,0.47700000000000004,1.7,3.8,0.455,5.5,11.3,0.485,7.9,12.0,0.657,0.7,11.7,12.3,3.1,1.7,2.1,1.0,3.1,24.0,,121,106
Stephen Jackson,31,4,4,156,8.7,24.2,0.358,1.1,6.5,0.16699999999999998,7.6,17.7,0.429,7.6,9.4,0.8079999999999999,2.2,5.0,7.2,5.4,1.8,0.4,6.1,4.7,26.0,,87,112
Boris Diaw,27,4,4,152,5.2,10.4,0.5,0.4,3.3,0.111,4.8,7.0,0.684,0.4,0.7,0.5,2.6,4.8,7.4,5.9,0.4,1.1,4.4,4.1,11.1,,90,115
Raymond Felton,25,4,4,130,7.4,18.2,0.405,1.7,5.6,0.308,5.6,12.5,0.44799999999999995,3.9,5.2,0.75,1.3,3.0,4.3,8.7,0.9,0.0,2.6,3.5,20.3,,105,116
D.J. Augustin,22,4,0,73,3.9,13.1,0.294,1.5,4.6,0.33299999999999996,2.3,8.5,0.273,3.9,4.6,0.833,0.8,2.3,3.1,5.4,0.8,0.8,3.1,3.1,13.1,,88,116
Tyrus Thomas,23,4,0,68,12.4,19.8,0.625,0.0,0.0,,12.4,19.8,0.625,4.1,5.0,0.833,5.0,13.2,18.2,1.7,1.7,1.7,3.3,7.4,28.9,,118,105
Tyson Chandler,27,4,0,60,5.6,10.3,0.545,0.0,0.0,,5.6,10.3,0.545,1.9,2.8,0.667,2.8,6.6,9.4,1.9,1.9,2.8,3.7,15.0,13.1,,93,107
Larry Hughes,31,4,0,58,7.8,16.5,0.47100000000000003,3.9,9.7,0.4,3.9,6.8,0.5710000000000001,3.9,6.8,0.5710000000000001,1.0,11.6,12.6,5.8,0.0,0.0,2.9,7.8,23.3,,111,112
Nazr Mohammed,32,4,0,48,12.9,22.3,0.579,0.0,0.0,,12.9,22.3,0.579,2.3,3.5,0.667,5.9,3.5,9.4,2.3,1.2,2.3,1.2,15.2,28.1,,120,111
Theo Ratliff,36,4,4,47,3.6,9.6,0.375,0.0,0.0,,3.6,9.6,0.375,1.2,2.4,0.5,0.0,3.6,3.6,1.2,2.4,0.0,2.4,17.9,8.4,,69,111
Stephen Graham,27,2,0,5,0.0,45.0,0.0,0.0,11.2,0.0,0.0,33.7,0.0,0.0,0.0,,0.0,0.0,0.0,11.2,11.2,0.0,11.2,11.2,0.0,,11,94
Derrick Brown,22,2,0,1,56.2,56.2,1.0,0.0,0.0,,56.2,56.2,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,,200,121
