PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Kevin Durant,21,6,6,231,9.9,28.2,0.35,2.3,8.0,0.28600000000000003,7.6,20.2,0.375,12.4,14.2,0.871,1.8,8.7,10.6,3.2,0.7,1.8,5.0,3.9,34.4,,98,106
Jeff Green,23,6,6,224,5.4,16.6,0.32899999999999996,1.9,6.4,0.29600000000000004,3.5,10.2,0.349,4.0,4.7,0.85,1.4,5.2,6.6,2.4,0.9,0.7,1.4,3.8,16.8,,98,109
Russell Westbrook,21,6,6,212,10.7,22.7,0.473,1.2,3.0,0.41700000000000004,9.5,19.7,0.48100000000000004,8.0,9.5,0.8420000000000001,2.5,6.5,9.0,9.0,2.5,0.2,3.5,3.2,30.7,,117,105
Serge Ibaka,20,6,0,153,6.9,12.1,0.5710000000000001,0.0,0.0,,6.9,12.1,0.5710000000000001,2.4,3.5,0.7,4.5,9.0,13.5,0.7,0.7,4.2,2.1,6.6,16.3,,115,103
Nick Collison,29,6,0,129,3.3,9.9,0.33299999999999996,0.0,0.4,0.0,3.3,9.4,0.348,1.2,2.9,0.429,4.9,6.6,11.5,0.8,2.1,0.4,1.6,8.2,7.8,,85,105
Nenad Krstić,26,6,6,129,6.2,15.2,0.405,0.0,0.0,,6.2,15.2,0.405,5.3,5.7,0.929,6.2,8.2,14.4,1.6,1.2,1.6,2.1,6.2,17.7,,110,105
Thabo Sefolosha,25,6,6,127,3.3,11.3,0.29600000000000004,1.3,5.4,0.231,2.1,5.8,0.35700000000000004,3.3,3.8,0.889,1.3,6.3,7.5,2.9,2.1,2.5,0.8,6.3,11.3,,101,103
James Harden,20,6,0,120,5.3,13.7,0.387,2.6,7.1,0.375,2.6,6.6,0.4,7.1,8.4,0.8420000000000001,0.4,6.2,6.6,4.9,2.6,0.4,1.3,6.2,20.3,,124,104
Eric Maynor,22,6,0,76,4.2,13.9,0.3,0.7,4.2,0.16699999999999998,3.5,9.8,0.35700000000000004,6.3,7.7,0.818,0.7,5.6,6.3,6.3,0.7,0.7,3.5,3.5,15.3,,91,109
Etan Thomas,31,2,0,17,15.6,18.7,0.833,0.0,0.0,,15.6,18.7,0.833,6.2,6.2,1.0,3.1,9.3,12.5,0.0,0.0,0.0,3.1,3.1,37.4,,145,109
Kyle Weaver,23,1,0,12,4.4,17.7,0.25,0.0,4.4,0.0,4.4,13.2,0.33299999999999996,0.0,0.0,,0.0,8.8,8.8,8.8,0.0,0.0,0.0,8.8,8.8,,77,108
Kevin Ollie,37,1,0,5,0.0,10.6,0.0,0.0,0.0,,0.0,10.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,115
Byron Mullens,20,1,0,4,0.0,26.5,0.0,0.0,0.0,,0.0,26.5,0.0,13.2,26.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,,42,115
