PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Rajon Rondo,23,24,24,975,8.3,18.0,0.46299999999999997,0.5,1.3,0.375,7.8,16.7,0.47,3.8,6.3,0.596,2.1,5.3,7.4,12.3,2.5,0.2,4.0,3.1,20.9,,106.0,102
Paul Pierce,32,24,24,930,8.5,19.4,0.43799999999999994,2.3,5.9,0.392,6.2,13.5,0.457,6.8,8.2,0.8240000000000001,1.2,7.1,8.3,4.7,1.4,0.8,3.7,4.6,26.1,,107.0,103
Ray Allen,34,24,24,925,7.6,17.7,0.431,3.3,8.4,0.386,4.4,9.2,0.47200000000000003,4.0,4.7,0.863,0.7,4.0,4.7,3.7,1.3,0.2,2.1,4.3,22.5,,111.0,106
Kevin Garnett,33,23,23,766,10.5,21.1,0.495,0.0,0.1,0.0,10.5,21.0,0.498,3.3,3.9,0.8390000000000001,2.2,9.7,11.9,4.1,1.8,1.4,2.2,5.2,24.2,,107.0,99
Kendrick Perkins,25,23,23,575,4.6,9.0,0.51,0.0,0.1,0.0,4.6,8.9,0.516,3.1,5.1,0.6,3.8,9.5,13.4,2.1,0.8,3.0,4.0,7.4,12.3,,94.0,100
Glen Davis,24,24,1,483,6.6,13.8,0.47600000000000003,0.0,0.3,0.0,6.6,13.5,0.488,6.3,8.8,0.722,4.3,7.8,12.1,1.1,2.1,1.0,2.5,6.0,19.5,,110.0,100
Rasheed Wallace,35,24,1,410,6.8,16.4,0.41600000000000004,2.5,7.2,0.345,4.3,9.2,0.47100000000000003,3.1,3.8,0.828,0.7,8.7,9.3,1.2,1.3,1.8,1.2,10.8,19.3,,106.0,100
Tony Allen,28,24,0,391,6.5,13.5,0.48,0.0,0.7,0.0,6.5,12.8,0.505,3.9,5.0,0.778,1.8,3.9,5.6,2.3,3.4,1.9,3.2,8.0,16.8,,98.0,99
Nate Robinson,25,17,0,128,10.1,26.9,0.375,4.6,13.9,0.33299999999999996,5.5,13.0,0.419,5.0,6.3,0.8,1.7,4.2,5.9,7.6,2.5,0.4,2.9,6.7,29.8,,105.0,102
Michael Finley,36,18,0,108,2.5,10.0,0.25,1.5,5.5,0.273,1.0,4.5,0.222,1.0,1.0,1.0,0.5,5.0,5.5,2.0,2.0,0.0,0.0,2.0,7.5,,89.0,104
Shelden Williams,26,8,0,57,3.8,8.5,0.444,0.0,0.0,,3.8,8.5,0.444,4.7,5.7,0.833,1.9,10.4,12.3,0.0,0.9,0.0,5.7,7.6,12.3,,78.0,102
Marquis Daniels,29,11,0,37,7.3,18.9,0.385,1.5,2.9,0.5,5.8,16.0,0.364,8.7,8.7,1.0,7.3,7.3,14.5,1.5,0.0,0.0,4.4,5.8,24.7,,107.0,106
Brian Scalabrine,31,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,112
