Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1980,10,1783,GSW,Golden State Warriors,John Lucas,"October 31, 1953",26.0,NBA,PG,80.0,2763.0,15.3,0.53,0.05,0.35,2.4,6.6,4.4,29.2,2.4,0.1,16.1,17.0,4.0,1.9,5.9,0.1,0.7,-0.3,0.4,1.7
1981,10,1783,GSW,Golden State Warriors,John Lucas,"October 31, 1953",27.0,NBA,PG,66.0,1919.0,11.6,0.49,0.05,0.29,1.9,7.0,4.5,30.7,2.1,0.1,24.5,15.6,0.6,0.7,1.3,0.03,-0.6,-1.1,-1.7,0.2
1982,30,1783,WSB,Washington Bullets,John Lucas,"October 31, 1953",28.0,NBA,PG,79.0,1940.0,15.2,0.48,0.04,0.28,2.3,7.0,4.7,39.4,2.4,0.2,18.3,18.4,1.1,2.7,3.9,0.1,1.2,0.5,1.7,1.8
1983,30,1783,WSB,Washington Bullets,John Lucas,"October 31, 1953",29.0,NBA,PG,35.0,386.0,14.4,0.48,0.04,0.32,2.3,6.1,4.2,39.2,3.1,0.1,23.9,21.1,-0.2,0.6,0.4,0.06,0.0,0.9,0.8,0.3
1984,27,1783,SAS,San Antonio Spurs,John Lucas,"October 31, 1953",30.0,NBA,PG,63.0,1807.0,18.1,0.52,0.12,0.26,1.4,9.1,5.3,45.1,2.3,0.1,18.1,17.4,3.4,0.9,4.3,0.11,3.2,-0.7,2.5,2.0
1985,11,1783,HOU,Houston Rockets,John Lucas,"October 31, 1953",31.0,NBA,PG,47.0,1158.0,17.4,0.53,0.15,0.29,2.0,6.2,4.1,35.8,2.5,0.1,16.9,20.6,2.0,1.2,3.2,0.13,2.6,0.0,2.6,1.3
1986,11,1783,HOU,Houston Rockets,John Lucas,"October 31, 1953",32.0,NBA,PG,65.0,2120.0,17.4,0.53,0.18,0.36,1.7,5.7,3.6,34.6,1.7,0.1,13.6,20.2,4.5,1.2,5.7,0.13,3.0,-1.2,1.8,2.0
1987,17,1783,MIL,Milwaukee Bucks,John Lucas,"October 31, 1953",33.0,NBA,PG,43.0,1358.0,19.4,0.54,0.2,0.28,2.3,8.0,5.1,32.2,2.5,0.3,11.3,23.8,2.7,1.6,4.3,0.15,3.8,-0.1,3.7,2.0
1988,17,1783,MIL,Milwaukee Bucks,John Lucas,"October 31, 1953",34.0,NBA,PG,81.0,1766.0,16.1,0.53,0.24,0.26,1.8,8.3,5.1,32.1,2.5,0.1,15.1,19.7,2.2,1.7,3.9,0.11,1.8,0.3,2.0,1.8
1989,21,1783,SEA,Seattle Supersonics,John Lucas,"October 31, 1953",35.0,NBA,PG,74.0,842.0,16.6,0.47,0.23,0.26,2.8,7.8,5.2,40.7,3.4,0.1,16.5,18.9,1.1,0.8,1.9,0.11,2.2,0.3,2.4,0.9
1990,11,1783,HOU,Houston Rockets,John Lucas,"October 31, 1953",36.0,NBA,PG,49.0,938.0,11.5,0.45,0.3,0.19,2.2,7.9,5.1,33.2,2.3,0.1,21.2,17.3,-0.2,1.2,1.0,0.05,-1.0,0.1,-0.9,0.3
