SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1980,25,POR,Ron Brewer,24,82,,2815,9.5,20.4,0.46,0.1,0.6,0.19,9.4,19.9,0.47,3.2,3.8,0.84,0.9,2.8,3.7,3.7,1.7,0.8,2.9,2.7,22.2,,103,107
1980,25,POR,Kermit Washington,28,80,,2657,7.7,13.9,0.55,0.0,0.1,0.0,7.7,13.9,0.56,4.2,6.6,0.64,6.0,9.5,15.4,3.1,1.3,2.4,3.1,5.6,19.7,,115,102
1980,25,POR,Tom Owens,30,76,,2337,10.8,21.0,0.51,0.0,0.0,0.5,10.8,21.0,0.51,4.4,5.9,0.75,3.9,8.0,11.9,4.0,0.9,1.1,3.6,5.6,26.0,,110,104
1980,25,POR,T.R. Dunn,24,82,,1841,6.3,14.6,0.44,0.0,0.1,0.0,6.3,14.5,0.44,2.2,2.9,0.76,3.5,5.1,8.6,3.9,2.7,0.8,2.4,3.8,14.9,,102,103
1980,25,POR,Dave Twardzik,29,67,,1594,5.6,12.0,0.46,0.1,0.2,0.57,5.5,11.8,0.46,6.0,7.7,0.78,1.6,3.2,4.8,8.3,2.4,0.0,4.0,4.6,17.3,,109,106
1980,25,POR,Bob Gross,26,62,,1581,6.8,14.5,0.47,0.0,0.3,0.1,6.8,14.2,0.48,2.9,3.5,0.83,2.6,5.1,7.7,7.0,1.8,1.4,5.1,5.5,16.6,,96,104
1980,25,POR,Abdul Jeelani,25,77,,1286,10.9,21.4,0.51,0.0,0.2,0.0,10.9,21.2,0.52,6.1,7.7,0.79,4.3,5.9,10.2,3.6,1.5,1.5,4.4,5.9,27.9,,109,104
1980,25,POR,Jim Paxson,22,72,,1270,7.2,17.6,0.41,0.0,0.8,0.04,7.2,16.8,0.43,2.5,3.5,0.71,1.0,3.2,4.2,5.5,1.8,0.2,3.6,3.7,17.0,,91,107
1980,25,POR,Maurice Lucas,27,41,,1176,10.1,22.9,0.44,0.1,0.2,0.4,10.0,22.7,0.44,4.1,5.7,0.73,3.5,9.9,13.5,5.2,1.0,1.4,6.1,5.8,24.3,,92,103
1980,25,POR,Jim Brewer,28,67,,1016,4.3,8.8,0.49,0.0,0.2,0.0,4.3,8.6,0.5,0.7,1.4,0.48,4.8,7.5,12.3,3.6,2.0,2.1,2.3,6.2,9.3,,105,102
1980,25,POR,Calvin Natt,23,25,,811,12.1,25.2,0.48,0.1,0.2,0.5,11.9,24.9,0.48,6.4,8.3,0.77,4.0,6.7,10.7,3.4,1.4,0.7,3.9,3.4,30.7,,108,105
1980,25,POR,Larry Steele,30,16,,446,6.8,15.9,0.42,0.0,0.4,0.0,6.8,15.5,0.44,2.4,2.9,0.82,1.4,3.5,4.9,7.3,2.7,0.1,3.6,5.8,15.9,,97,105
1980,25,POR,Lionel Hollins,26,20,,413,9.7,25.1,0.38,0.1,1.2,0.1,9.6,23.9,0.4,4.0,6.2,0.64,0.6,1.8,2.4,5.9,3.5,0.1,7.1,4.1,23.5,,80,104
1980,25,POR,Kevin Kunnert,28,18,,302,8.1,18.4,0.44,0.0,0.0,,8.1,18.4,0.44,4.2,6.9,0.6,6.0,12.1,18.1,4.7,1.1,3.5,6.6,9.5,20.3,,89,99
1980,25,POR,Billy Ray Bates,23,16,,235,14.9,30.3,0.49,1.7,3.9,0.42,13.3,26.3,0.5,5.8,8.1,0.72,2.7,3.3,6.0,6.4,2.9,0.4,4.1,5.4,37.3,,112,104
