Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
1998,22,ORL,Orlando Magic,30.8,41.0,41.0,38,44,-1.07,0.54,-0.53,102.6,103.8,-1.2,87.1,0.33,0.14,0.5,0.45,14.5,34.2,0.24,66.9,Orlando Arena,667322,
1998,11,HOU,Houston Rockets,32.0,41.0,41.0,39,43,-0.76,-0.47,-1.23,107.7,108.6,-0.9,91.0,0.33,0.26,0.54,0.5,14.8,29.8,0.25,69.3,The Summit,670117,
1998,17,MIL,Milwaukee Bucks,27.6,36.0,46.0,35,47,-1.91,0.58,-1.33,103.5,105.6,-2.1,90.2,0.34,0.11,0.53,0.48,15.8,31.4,0.26,69.1,Bradley Center,638034,
1998,23,PHI,Philadelphia 76Ers,25.4,31.0,51.0,34,48,-2.39,0.5,-1.89,102.8,105.4,-2.6,90.4,0.37,0.13,0.51,0.46,15.4,32.5,0.27,67.3,CoreStates Center,655417,
1998,2,BOS,Boston Celtics,23.9,36.0,46.0,33,49,-2.62,0.66,-1.96,102.6,105.4,-2.8,93.3,0.28,0.18,0.5,0.46,14.6,32.8,0.21,66.8,FleetCenter,739422,
1998,26,SAC,Sacramento Kings,26.6,27.0,55.0,25,57,-5.59,-0.25,-5.83,100.8,106.9,-6.1,92.1,0.31,0.12,0.5,0.46,14.3,30.2,0.22,66.6,ARCO Arena (II),605443,
1998,7,DAL,Dallas Mavericks,26.3,20.0,62.0,24,58,-6.11,-0.22,-6.33,100.5,107.2,-6.7,89.9,0.26,0.18,0.5,0.46,13.6,27.6,0.19,65.1,Reunion Arena,503936,
1998,15,VAN,Vancouver Grizzlies,26.5,19.0,63.0,22,60,-7.3,-0.17,-7.47,104.1,112.0,-7.9,92.1,0.33,0.14,0.53,0.48,15.8,31.5,0.24,66.9,General Motors Place,660457,
1998,13,LAC,Los Angeles Clippers,25.7,17.0,65.0,21,61,-7.37,-0.16,-7.53,103.3,111.2,-7.9,92.4,0.31,0.22,0.52,0.48,14.8,29.6,0.22,66.1,Los Angeles Memorial Sports Arena,254840,
1998,28,TOR,Toronto Raptors,24.8,16.0,66.0,17,65,-9.27,0.94,-8.33,101.2,111.0,-9.8,92.6,0.3,0.16,0.5,0.46,15.1,32.1,0.22,62.9,SkyDome,674685,
1998,10,GSW,Golden State Warriors,25.9,19.0,63.0,17,65,-9.12,-0.08,-9.2,95.8,105.7,-9.9,91.4,0.28,0.1,0.47,0.43,15.1,33.7,0.2,68.6,The Arena in Oakland,444922,
1998,8,DEN,Denver Nuggets,26.5,11.0,71.0,12,70,-11.78,0.04,-11.74,99.0,112.1,-13.1,89.7,0.34,0.14,0.5,0.44,15.1,30.2,0.26,66.3,McNichols Sports Arena,380590,
